Locus_tag,gene_id,GSE60522_1,GSE60522_2,GSE60522_3,GSE114917_LP1,GSE114917_LP2,GSE114917_LP3,GSE114917_LP4,GSE54199_RNA,GSE54199_DNA,GSE40313_1,GSE40313_2,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand
b3784,wecA,676,698,644,1236,908,684,1036,230811.5,191464.5,135,186,3967916,3969019,3968467,wecA,,0
b3785,wzzE,975,826,812,584,583,429,578,181129.5,160607,100,161,3969031,3970077,3969554,wzzE,,0
b3786,wecB,532,514,435,369,383,248,491,156848.5,151807,75,140,3970133,3971263,3970698,wecB,,0
b3787,wecC,440,388,381,414,483,376,610,141424,162300.5,77,135,3971260,3972522,3971891,wecC,,0
b3788,rffG,468,380,370,347,314,298,462,104037.5,136803.5,56,100,3972522,3973589,3973055,rffG,,0
b3789,rffH,140,121,102,330,303,236,363,69859.5,105877.5,50,76,3973608,3974489,3974048,rffH,,0
b3790,wecD,122,105,114,75,101,73,142,32806,77155,18,26,3974467,3975141,3974804,wecD,,0
b3791,wecE,190,148,164,363,326,302,367,52727.5,137847,62,69,3975146,3976276,3975711,wecE,,0
b3792,wzxE,216,172,161,241,185,167,256,110010.5,162245,51,76,3976278,3977528,3976903,wzxE,,0
b3793,wzyE,188,161,149,83,77,65,124,80658.5,182973,19,23,3978601,3979953,3979277,wzyE,,0
b3794,wecG,32,36,34,104,84,67,101,31412.5,106251,25,30,3979956,3980696,3980326,wecG,,0
b3795,yifK,429,416,444,126,117,101,160,66451.5,174097,50,64,3980887,3982272,3981579,yifK,,0
b3800,aslB,10,5,8,43,49,27,37,32763.5,156549,6,11,3982958,3984193,3983575,aslB,,0
b3801,aslA,25,20,29,47,41,39,31,33866.5,227417,9,16,3984352,3986007,3985179,aslA,,1
b3802,hemY,412,375,344,1420,1545,1256,1024,155835,164186.5,284,330,3986686,3987882,3987284,hemY,,1
b3803,hemX,316,229,348,1328,1313,1095,996,116747,171677,327,434,3987885,3989066,3988475,hemX,,1
b3804,hemD,489,389,379,537,537,368,389,82647,104133,187,273,3989088,3989828,3989458,hemD,,1
b3805,hemC,795,719,735,1602,1772,1398,1108,71583,125865,275,350,3989825,3990766,3990295,hemC,,1
b3806,cyaA,2886,2456,2596,1935,1804,1457,1738,252052,437779.5,930,1499,3991153,3993699,3992426,cyaA,,0
b3807,cyaY,226,211,191,69,49,37,49,19418,42433,12,17,3993739,3994059,3993899,cyaY,,1
b3809,dapF,817,741,764,593,597,441,543,69324.5,103992.5,202,288,3994762,3995586,3995174,dapF,,0
b3810,yigA,709,626,613,444,408,289,374,40627,98928.5,108,182,3995583,3996290,3995936,yigA,,0
b3811,xerC,325,300,333,362,361,285,370,278071.5,125876,113,139,3996287,3997183,3996735,xerC,,0
b3812,yigB,285,262,303,205,202,141,177,57241,97461,51,55,3997183,3997899,3997541,yigB,,0
b3813,uvrD,692,549,631,799,742,617,865,186979.5,280927,208,319,3997983,4000145,3999064,uvrD,,0
b3816,corA,1712,1366,1603,358,272,193,435,72058,145301,55,76,4001426,4002376,4001901,corA,,0
b3817,yigF,1,2,0,12,5,7,8,13004,75147,1,4,4002419,4002799,4002609,yigF,,1
b3818,yigG,0,1,2,4,2,0,2,9924,67147,0,1,4002813,4003193,4003003,yigG,,1
b3819,rarD,117,109,129,63,52,33,108,43864,147130.5,9,11,4003288,4004178,4003733,rarD,,1
b3820,yigI,115,144,171,11,9,10,26,15081.5,71286,4,10,4004230,4004697,4004463,yigI,,1
b3821,pldA,407,264,330,289,248,185,355,75382,149359.5,53,89,4004862,4005731,4005296,pldA,,0
b3822,recQ,414,325,312,439,313,258,500,78116,251616.5,88,125,4005864,4007693,4006778,recQ,,0
b3823,rhtC,193,188,241,212,170,153,137,43191.5,87975.5,61,98,4007757,4008377,4008067,rhtC,,0
b3824,rhtB,83,60,86,35,24,21,19,22085.5,94226,18,23,4008439,4009059,4008749,rhtB,,1
b3825,pldB,310,199,308,510,414,377,368,73142,134028,149,194,4009170,4010192,4009681,pldB,,0
b3826,yigL,291,252,245,281,290,218,267,55234.5,125536,70,111,4010200,4011000,4010600,yigL,,0
b3827,yigM,53,61,109,67,58,43,70,32702.5,113179,14,17,4011076,4011975,4011525,yigM,,0
b3828,metR,1575,973,1906,21,21,16,35,15015.5,119906,28,35,4011863,4012816,4012339,metR,,1
b3829,metE,118256,108799,77225,190,185,141,155,47388.5,289991,337,629,4013053,4015314,4014183,metE,,0
b3830,ysgA,210,130,286,143,144,106,94,16748.5,105850,78,88,4015354,4016169,4015761,ysgA,,1
b3831,udp,1078,815,1198,3808,4094,3725,1994,425980,107089,181,323,4016431,4017192,4016811,udp,,0
b3832,rmuC,117,92,87,345,336,296,227,180470.5,224298,115,166,4017333,4018760,4018046,rmuC,,0
b3833,ubiE,620,576,471,1344,1275,1007,1171,156078.5,111829.5,193,325,4018855,4019610,4019232,ubiE,,0
b3835,ubiB,436,426,427,1128,1102,758,958,222456,290721,155,220,4020226,4021866,4021046,ubiB,,0
b3836,tatA,289,261,306,820,872,654,557,115221,50488.5,166,303,4021945,4022214,4022079,tatA,,0
b3838,tatB,468,462,410,929,885,681,823,58935.5,68415.5,191,302,4022218,4022733,4022475,tatB,,0
b3839,tatC,197,237,182,831,711,552,742,75907.5,114038.5,81,121,4022736,4023512,4023124,tatC,,0
b3842,rfaH,8,5,1,110,73,60,114,36380,72650,11,24,4024333,4024821,4024577,rfaH,,1
b3843,ubiD,1299,1121,1318,2188,2090,1696,1668,289483.5,197315.5,552,938,4024988,4026481,4025734,ubiD,,0
b3844,fre,678,621,651,1104,903,723,881,122076.5,111819.5,324,481,4026527,4027228,4026877,fre,,0
b3845,fadA,117,106,124,70,120,45,120,18648.5,136465,32,55,4027609,4028772,4028190,fadA,,1
b3846,fadB,206,161,257,66,182,59,208,44606,301388,45,83,4028782,4030971,4029876,fadB,,1
b3847,pepQ,1751,1558,1649,2089,2368,1895,1531,103573.5,171726,354,529,4031161,4032492,4031826,pepQ,,0
b3848,yigZ,169,121,173,485,508,381,351,39670,77558,56,86,4032492,4033106,4032799,yigZ,,0
b3849,trkH,526,373,456,470,397,319,417,96969,194670.5,101,135,4033145,4034596,4033870,trkH,,0
b3850,hemG,117,89,104,173,148,118,148,28312.5,71511,28,59,4034608,4035153,4034880,hemG,,0
b3856,mobB,82,55,67,28,23,21,21,25531,77555,13,25,4040906,4041433,4041169,mobB,,1
b3857,mobA,17,37,47,73,68,70,42,27317,96775.5,22,30,4041415,4041999,4041707,mobA,,1
b3858,yihD,239,169,207,382,442,320,256,157808,51531,33,54,4042069,4042338,4042203,yihD,,0
b3860,dsbA,1146,1051,1068,712,703,577,847,156357.5,90357.5,98,132,4043418,4044044,4043731,dsbA,,0
b3861,yihF,0,0,2,18,7,10,13,42768.5,281005,7,12,4044199,4045629,4044914,yihF,,0
b3862,yihG,40,19,49,55,33,20,70,58801,175161,21,22,4045670,4046602,4046136,yihG,,1
b3863,polA,1906,1584,1853,2637,2917,2228,1939,272199,440332,547,884,4046966,4049752,4048359,polA,,0
b3865,yihA,905,947,773,706,777,593,819,164390,109043,146,178,4050133,4050765,4050449,yihA,,1
b3866,yihI,396,442,384,222,194,188,247,124900.5,83952,46,66,4051347,4051856,4051601,yihI,,0
b3867,hemN,659,515,519,619,622,495,576,147355,210345.5,146,254,4052045,4053418,4052731,hemN,,0
b3868,glnG,905,1006,637,296,332,281,303,73750.5,170234,64,108,4053869,4055278,4054573,glnG,,1
b3869,glnL,157,196,187,250,255,220,345,72645.5,131629,44,56,4055290,4056339,4055814,glnL,,1
b3870,glnA,31900,39166,24620,3372,3535,2739,4653,974858,233078.5,279,418,4056625,4058034,4057329,glnA,,1
b3871,typA,19373,18045,17463,3233,3131,2634,7463,950048,280217.5,404,661,4058407,4060230,4059318,typA,,0
b3872,yihL,110,68,90,51,50,30,43,15443.5,126771.5,17,17,4060447,4061157,4060802,yihL,,0
b3873,yihM,38,30,38,71,61,43,43,30067,204347.5,7,6,4061165,4062145,4061655,yihM,,0
b3874,yihN,4,8,8,27,23,14,25,49080.5,274436,4,4,4062247,4063512,4062879,yihN,,0
b3875,ompL,0,1,1,0,1,0,1,17509,137936,1,0,4063603,4064295,4063949,ompL,,1
b3876,yihO,19,4,9,2,3,1,2,36892.5,278358.5,3,2,4064363,4065766,4065064,yihO,,1
b3877,yihP,3,3,7,12,10,4,9,32346,229396,3,6,4065809,4067194,4066501,yihP,,1
b3878,yihQ,20,9,9,5,8,5,4,39240.5,315710.5,5,7,4067240,4069276,4068258,yihQ,,1
b3879,yihR,1,0,2,1,4,0,2,13746.5,172258.5,1,4,4069475,4070401,4069938,yihR,,1
b3880,yihS,18,8,18,36,35,33,28,24458,165022.5,6,14,4070515,4071756,4071135,yihS,,1
b3881,yihT,16,6,22,19,21,14,14,13677,130664,6,4,4071773,4072651,4072212,yihT,,1
b3882,yihU,13,4,7,4,3,9,5,12773,129141.5,3,5,4072675,4073571,4073123,yihU,,1
b3883,yihV,9,15,24,38,47,34,19,16639,110130,11,21,4073739,4074635,4074187,yihV,,0
b3884,yihW,54,69,67,141,121,88,85,39320.5,105774,24,26,4074669,4075454,4075061,yihW,,0
b3885,yihX,195,155,233,609,759,542,346,35244.5,106280.5,84,138,4075553,4076152,4075852,yihX,,0
b3886,yihY,97,80,103,333,323,253,240,43957.5,147651,102,153,4076146,4077018,4076582,yihY,,0
b3887,dtd,388,317,355,262,272,197,205,25448.5,60933,78,92,4077015,4077452,4077233,dtd,,0
b3888,yiiD,288,200,262,357,302,259,267,43693.5,125215.5,95,141,4077449,4078438,4077943,yiiD,,0
b3889,yiiE,3,3,5,1,2,1,1,8798.5,42915.5,0,1,4079297,4079509,4079403,yiiE,,0
b3890,yiiF,26,15,20,31,20,19,24,20197.5,43355,6,6,4079751,4079969,4079860,yiiF,,0
b3891,fdhE,453,374,415,1816,1753,1329,1722,141457,114950.5,229,364,4080299,4081228,4080763,fdhE,,1
b3892,fdoI,209,122,185,2475,2938,2160,2105,260583,97840,364,582,4081225,4081860,4081542,fdoI,,1
b3893,fdoH,964,567,695,4460,4913,3867,4026,330632,112505,911,1274,4081857,4082759,4082308,fdoH,,1
b3894,fdoG,4531,3667,3353,18035,19116,15441,15086,856576.5,436944.5,3973,6327,4082772,4085822,4084297,fdoG,,1
b3895,fdhD,103,85,121,230,227,210,176,56519.5,110060.5,46,98,4086016,4086849,4086432,fdhD,,0
b3896,yiiG,9,4,3,19,13,17,21,39644,211010,3,2,4087002,4088057,4087529,yiiG,,0
b3897,frvR,5,2,4,11,16,10,7,30223,271955,2,5,4088107,4089855,4088981,frvR,,1
b3898,frvX,15,18,15,26,26,25,19,25687.5,164437.5,10,4,4089855,4090925,4090390,frvX,,1
b3899,frvB,1,3,6,20,13,12,11,26758.5,181363,4,1,4090915,4092366,4091640,frvB,,1
b3900,frvA,0,0,0,4,1,3,0,4953,62498,0,0,4092377,4092823,4092600,frvA,,1
b3901,rhaM,6,2,4,7,5,4,2,5170,54681.5,3,4,4093124,4093438,4093281,rhaM,,1
b3902,rhaD,8,1,10,4,3,7,10,19416.5,104232.5,3,3,4093448,4094272,4093860,rhaD,,1
b3903,rhaA,4,4,4,14,6,5,6,20451,155530,3,4,4094723,4095982,4095352,rhaA,,1
b3904,rhaB,1,4,1,12,10,3,8,18728.5,187363,4,4,4095979,4097448,4096713,rhaB,,1
b3905,rhaS,42,30,38,12,15,14,9,19844,120152,12,7,4097736,4098572,4098154,rhaS,,0
b3906,rhaR,0,3,5,40,35,27,9,19927.5,139373.5,19,21,4098646,4099494,4099070,rhaR,,0
b3907,rhaT,31,25,18,11,13,9,10,30723.5,156751.5,5,7,4099491,4100525,4100008,rhaT,,1
b3908,sodA,1689,1699,1765,3014,3267,2720,4672,67910,95234.5,18,52,4100810,4101430,4101120,sodA,,0
b3909,kdgT,8,6,18,23,32,21,25,31039,133645,15,14,4101690,4102673,4102181,kdgT,,0
b3910,yiiM,101,57,98,276,289,218,180,24662,93004.5,70,89,4102822,4103496,4103159,yiiM,,0
b3911,cpxA,715,616,636,641,674,500,572,78486,164468.5,186,269,4103602,4104975,4104288,cpxA,,1
b3912,cpxR,396,300,370,506,574,449,446,56275,108232.5,168,208,4104972,4105670,4105321,cpxR,,1
b3915,fieF,765,612,770,418,324,259,302,104927.5,110215,79,92,4106469,4107371,4106920,fieF,,0
b3916,pfkA,4533,3881,4704,3796,4122,3256,2464,155699.5,118719.5,206,325,4107552,4108514,4108033,pfkA,,0
b3917,sbp,911,1062,533,36,17,12,26,46340.5,177200.5,15,20,4108834,4109823,4109328,sbp,,0
b3918,cdh,72,57,59,84,30,34,64,32130.5,115974.5,19,22,4109930,4110685,4110307,cdh,,0
b3919,tpiA,9745,8562,8135,5309,5888,4758,3782,277336,110136.5,415,668,4110740,4111507,4111123,tpiA,,1
b3920,yiiQ,55,91,50,70,58,48,81,49983,116574,17,20,4111615,4112214,4111914,yiiQ,,1
b3921,yiiR,47,35,58,41,27,11,32,24815.5,62905,15,15,4112315,4112755,4112535,yiiR,,0
b3922,yiiS,125,79,118,136,164,111,86,50980.5,59274.5,32,51,4112967,4113266,4113116,yiiS,,0
b3923,uspD,598,436,685,175,223,149,116,81080.5,87891,108,154,4113293,4113721,4113507,uspD,,0
b3924,fpr,246,168,233,285,278,263,404,61381,99836,66,100,4113726,4114472,4114099,fpr,,1
b3925,glpX,581,572,566,1642,1421,1236,1156,128232.5,125072,66,84,4114569,4115579,4115074,glpX,,1
b3926,glpK,3900,3396,3543,24947,27823,22067,14614,1568626,207833.5,98,142,4115714,4117222,4116468,glpK,,1
b3927,glpF,1136,938,1167,5248,5645,4460,2765,1043017.5,127240.5,34,54,4117245,4118090,4117667,glpF,,1
b3928,zapB,212,148,275,1243,1395,1138,755,182166,49160.5,243,260,4118515,4118760,4118637,zapB,,0
b3929,rraA,439,392,533,2377,2341,2070,1073,72750,67996.5,544,793,4118845,4119330,4119087,rraA,,1
b3930,menA,520,457,501,148,130,84,165,38192,116703,39,45,4119423,4120349,4119886,menA,,1
b3931,hslU,3182,2065,2535,922,906,652,912,197949,197374.5,123,183,4120416,4121747,4121081,hslU,,1
b3932,hslV,2191,1843,1946,332,335,259,289,107393.5,65329,61,76,4121757,4122287,4122022,hslV,,1
b3933,ftsN,200,224,262,397,313,261,378,95092.5,129438.5,141,162,4122380,4123339,4122859,ftsN,,1
b3934,cytR,350,311,314,281,287,166,229,109467,145431,119,167,4123431,4124456,4123943,cytR,,1
b3935,priA,214,186,176,192,176,141,255,65126,268089.5,47,85,4124612,4126810,4125711,priA,,1
b3936,rpmE,464,377,363,2864,2561,2318,2497,107389,30355,295,444,4127013,4127225,4127119,rpmE,,0
b3937,yiiX,378,200,303,65,54,44,61,46473,99945,63,118,4127286,4127894,4127590,yiiX,,1
b3938,metJ,474,382,451,323,262,248,359,98499.5,46515,168,243,4128078,4128395,4128236,metJ,,1
b3939,metB,11501,7951,11973,90,80,61,101,78143.5,148386,34,51,4128672,4129832,4129252,metB,,0
b3940,metL,7226,4349,6924,287,296,262,425,78205,300291,100,163,4129835,4132267,4131051,metL,,0
b3941,metF,5790,4380,4936,36,17,15,26,26385,132057,27,31,4132616,4133506,4133061,metF,,0
b3942,katG,8871,6364,8120,9121,10708,8403,5937,573463.5,268348.5,1727,2852,4133835,4136015,4134925,katG,,0
b3943,yijE,45,56,45,101,109,71,71,54115,116242,22,34,4136108,4137013,4136560,yijE,,0
b3944,yijF,1,3,2,9,4,2,6,15740,80028.5,2,3,4137040,4137657,4137348,yijF,,1
b3945,gldA,120,48,74,3183,3673,3155,1722,50389.5,143927,372,570,4137932,4139035,4138483,gldA,,1
b3946,fsaB,5,5,14,243,238,204,149,17455,83005,25,31,4139046,4139708,4139377,fsaB,,1
b3949,frwC,7,6,5,14,22,12,4,48917.5,134965.5,4,6,4142530,4143609,4143069,frwC,,0
b3950,frwB,2,4,2,5,7,9,5,16775,65191,1,2,4143624,4143944,4143784,frwB,,0
b3951,pflD,41,35,46,76,58,56,34,31583,293411,14,16,4143995,4146292,4145143,pflD,,0
b3952,pflC,12,5,4,11,15,14,5,22607,100122,8,2,4146258,4147136,4146697,pflC,,0
b3953,frwD,5,0,4,2,3,2,1,8893,37580,6,1,4147138,4147479,4147308,frwD,,0
b3954,yijO,41,42,47,87,87,66,68,25359,107082,24,35,4147466,4148317,4147891,yijO,,1
b3955,eptC,825,1012,750,244,228,175,445,127612,262345.5,56,77,4148532,4150265,4149398,eptC,,1
b3956,ppc,20312,16210,15012,2800,2861,2279,2152,200637,334856.5,393,633,4150447,4153098,4151772,ppc,,1
b3957,argE,2392,2707,1844,257,205,175,177,28287,151216.5,52,98,4153696,4154847,4154271,argE,,1
b3958,argC,1516,1792,903,29,30,22,54,20580.5,129978.5,39,20,4155001,4156005,4155503,argC,,0
b3959,argB,3013,3980,1925,37,49,24,68,26029,106874.5,21,14,4156013,4156789,4156401,argB,,0
b3960,argH,4177,5766,2787,109,116,99,133,52364.5,173024,38,42,4156850,4158223,4157536,argH,,0
b3961,oxyR,439,394,414,1530,1580,1266,998,70695,114328.5,251,364,4158490,4159407,4158948,oxyR,,0
b3962,sthA,1028,1051,916,2284,2402,1736,2030,319226,211199,582,1013,4159390,4160790,4160090,sthA,,1
b3963,fabR,647,598,675,677,724,646,546,93623,81932.5,186,247,4161124,4161771,4161447,fabR,,0
b3964,yijD,104,145,124,800,905,575,552,91548.5,69085,136,128,4161771,4162130,4161950,yijD,,0
b3965,trmA,381,397,330,466,390,271,577,157053.5,153788,134,215,4162170,4163270,4162720,trmA,,1
b3966,btuB,1486,1408,1321,786,853,635,924,224314,259548,146,171,4163639,4165483,4164561,btuB,,0
b3967,murI,102,137,108,564,532,392,426,50735,97534,123,158,4165428,4166285,4165856,murI,,0
b3972,murB,332,332,300,305,271,192,338,123706,169675,153,208,4172057,4173085,4172571,murB,,0
b3973,birA,456,432,428,157,147,97,175,94408,127783,50,97,4173082,4174047,4173564,birA,,0
b3974,coaA,521,365,423,308,293,188,362,181425.5,160620,50,85,4174076,4175026,4174551,coaA,,1
b3980,tufB,29955,29470,25634,6087,6493,4996,7660,2943231.5,151635,509,696,4175944,4177128,4176536,tufB,,0
b3981,secE,5964,4862,5055,1182,907,717,1543,234150.5,46848.5,203,232,4177358,4177741,4177549,secE,,0
b3982,nusG,1339,1292,1247,1134,1022,852,1849,378660,74851.5,161,251,4177743,4178288,4178015,nusG,,0
b3983,rplK,2454,2425,1924,4764,4294,3126,9083,1499263.5,62101,892,1362,4178447,4178875,4178661,rplK,,0
b3984,rplA,22910,23188,16318,10798,10515,7871,20405,2071369,94303,1329,2046,4178879,4179583,4179231,rplA,,0
b3985,rplJ,14707,15849,11886,16240,15869,11397,28089,2528892,69931.5,1138,1834,4179996,4180493,4180244,rplJ,,0
b3986,rplL,73895,61069,55761,10664,10448,7393,17220,1898937,72771,815,1233,4180560,4180925,4180742,rplL,,0
b3987,rpoB,32459,27203,27804,8348,8308,6333,17463,1830654.5,521866.5,1576,2426,4181245,4185273,4183259,rpoB,,0
b3988,rpoC,50877,42111,38867,13748,14031,11093,20628,1516942,548142,2527,3647,4185350,4189573,4187461,rpoC,,0
b3989,yjaZ,7,11,5,46,26,22,24,60840.5,105828.5,14,28,4189786,4190325,4190055,yjaZ,,0
b3990,thiH,2819,1872,2851,20,27,19,26,26524,156781,3,8,4190735,4191868,4191301,thiH,,1
b3991,thiG,1542,897,1429,11,18,14,16,14833,87702.5,6,6,4191865,4192635,4192250,thiG,,1
b3992,thiF,1647,818,1504,15,8,12,8,18445.5,89644.5,4,9,4192821,4193576,4193198,thiF,,1
b3993,thiE,1116,606,1029,8,14,2,14,11627,78550.5,2,4,4193569,4194204,4193886,thiE,,1
b3994,thiC,3655,1956,3469,50,59,45,61,37994,234963,9,14,4194204,4196099,4195151,thiC,,1
b3995,rsd,381,274,396,282,275,227,148,58609.5,76043.5,52,76,4196332,4196808,4196570,rsd,,1
b3996,nudC,326,329,340,136,122,87,142,57293.5,87854,48,68,4196903,4197676,4197289,nudC,,0
b3997,hemE,586,428,526,760,825,622,690,82656,132167.5,98,142,4197716,4198780,4198248,hemE,,0
b3998,nfi,125,103,101,270,293,186,286,33071.5,85705.5,58,81,4198790,4199461,4199125,nfi,,0
b3999,yjaG,547,442,555,415,470,340,472,98582,121255.5,51,79,4199504,4200094,4199799,yjaG,,0
b4000,hupA,3188,2856,3700,2907,3378,2829,1898,1339413.5,58775.5,332,489,4200281,4200553,4200417,hupA,,0
b4001,yjaH,258,210,212,160,145,115,150,36635.5,91472,91,141,4200566,4201261,4200913,yjaH,,0
b4002,zraP,18,17,27,48,53,41,23,11363.5,60859.5,231,390,4201263,4201688,4201475,zraP,,1
b4003,zraS,8,13,20,228,260,232,99,35022.5,175527.5,55,95,4201926,4203323,4202624,zraS,,0
b4004,zraR,32,34,21,98,131,83,72,27401.5,147981.5,54,105,4203320,4204645,4203982,zraR,,0
b4005,purD,2045,2030,1557,164,146,126,293,48926.5,132923.5,39,52,4204642,4205931,4205286,purD,,1
b4006,purH,1853,1858,1325,229,231,181,457,68804.5,166327.5,27,53,4205943,4207532,4206737,purH,,1
b4011,yjaA,0,0,0,6,8,3,5,24289.5,66339.5,9,13,4213234,4213617,4213425,yjaA,,0
b4012,yjaB,22,16,5,19,21,23,20,31285.5,53612.5,16,22,4213680,4214123,4213901,yjaB,,1
b4013,metA,37541,20763,37269,21,22,11,7,21705,131264,24,37,4214280,4215209,4214744,metA,,0
b4014,aceB,15629,9090,15809,552,955,411,687,37276.5,219798.5,3490,5537,4215478,4217079,4216278,aceB,,0
b4015,aceA,4750,3124,4981,923,1394,835,947,28413,157762.5,2836,4168,4217109,4218413,4217761,aceA,,0
b4016,aceK,887,524,931,186,235,130,199,30739.5,223418,495,822,4218596,4220332,4219464,aceK,,0
b4017,arpA,11,7,8,7,9,3,14,53542.5,402094.5,14,30,4220301,4222487,4221394,arpA,,1
b4018,iclR,52,71,75,460,371,301,430,67428.5,113418,519,770,4222804,4223628,4223216,iclR,,1
b4019,metH,5906,4792,5541,1804,1927,1470,1376,142217,457961,323,564,4223828,4227511,4225669,metH,,0
b4020,yjbB,271,185,225,225,230,148,196,40563,209645.5,59,81,4227731,4229362,4228546,yjbB,,0
b4021,pepE,77,49,44,1266,1295,1040,762,45398.5,87355.5,56,66,4229453,4230142,4229797,pepE,,1
b4022,rluF,397,391,401,186,160,126,190,86019,141631.5,47,70,4230354,4231226,4230790,rluF,,0
b4023,yjbD,223,146,198,295,256,211,176,28424.5,50248.5,36,31,4231359,4231631,4231495,yjbD,,1
b4024,lysC,5265,4399,4438,217,179,135,143,49465.5,167668,31,65,4231884,4233233,4232558,lysC,,1
b4025,pgi,3767,2729,3360,3788,4461,3500,3304,414019.5,279464,322,615,4233758,4235407,4234582,pgi,,0
b4026,yjbE,0,0,1,2,5,4,0,1550.5,25093,2,4,4235906,4236148,4236027,yjbE,,0
b4027,yjbF,6,11,8,1,1,0,1,8857,85332.5,0,2,4236262,4236900,4236581,yjbF,,0
b4028,yjbG,14,1,2,0,1,1,2,11002,91046.5,1,0,4236897,4237634,4237265,yjbG,,0
b4029,yjbH,12,10,13,17,9,15,9,30899,250171,19,15,4237634,4239730,4238682,yjbH,,0
b4030,psiE,63,27,73,7,7,5,4,11782,77568,8,11,4240325,4240735,4240530,psiE,,0
b4031,xylE,10,7,8,16,8,9,8,33395,211198,9,16,4240779,4242254,4241516,xylE,,1
b4032,malG,59,57,85,232,227,217,158,32170.5,109539.5,14,16,4242626,4243516,4243071,malG,,1
b4033,malF,83,50,77,618,622,439,285,102730,204111,10,13,4243531,4245075,4244303,malF,,1
b4034,malE,205,220,197,2830,3044,2314,1564,288280,188344,126,199,4245229,4246419,4245824,malE,,1
b4035,malK,52,94,73,644,656,481,294,127337.5,139430.5,12,11,4246784,4247899,4247341,malK,,0
b4036,lamB,181,226,272,2399,2674,2121,1422,187153.5,221744.5,81,117,4247971,4249311,4248641,lamB,,0
b4037,malM,101,93,97,596,671,478,397,79639.5,118132,20,45,4249554,4250474,4250014,malM,,0
b4039,ubiC,290,242,284,123,122,88,128,70793,64879.5,81,144,4252506,4253003,4252754,ubiC,,0
b4040,ubiA,325,316,321,292,305,219,273,90797,126610,105,150,4253016,4253888,4253452,ubiA,,0
b4041,plsB,1475,1218,1106,2047,2009,1675,2021,215534,289096.5,328,482,4254043,4256466,4255254,plsB,,1
b4042,dgkA,173,146,157,134,134,132,152,28788,51628,36,33,4256637,4257005,4256821,dgkA,,0
b4043,lexA,2947,2638,2692,1688,1834,1446,1290,338686,90927,393,599,4257115,4257723,4257419,lexA,,0
b4044,dinF,118,119,154,173,164,135,203,97361,162554,39,49,4257742,4259121,4258431,dinF,,0
b4045,yjbJ,10,2,10,98,105,76,46,38621,42386,295,352,4259237,4259446,4259341,yjbJ,,0
b4046,zur,48,46,54,412,368,362,318,38344.5,76752,116,183,4259488,4260003,4259745,zur,,1
b4047,yjbL,0,0,0,0,0,0,0,2406,38227.5,0,0,4260321,4260575,4260448,yjbL,,0
b4048,yjbM,0,0,0,1,2,1,2,11342.5,126298.5,1,1,4260599,4261306,4260952,yjbM,,0
b4049,dusA,650,515,629,323,239,185,451,58905.5,120349,73,125,4261669,4262706,4262187,dusA,,0
b4050,pspG,4,4,5,9,8,2,10,15262,32370.5,5,12,4262840,4263082,4262961,pspG,,0
b4051,qorA,412,231,400,664,743,633,327,26343,137083,179,248,4263248,4264231,4263739,qorA,,1
b4052,dnaB,1427,1309,1340,616,532,422,780,150999,165098.5,166,240,4264314,4265729,4265021,dnaB,,0
b4053,alr,324,340,274,327,317,245,404,74209,131787.5,63,130,4265782,4266861,4266321,alr,,0
b4054,tyrB,2058,1599,1853,498,572,410,414,42819.5,174968.5,63,83,4267114,4268307,4267710,tyrB,,0
b4055,aphA,34,43,28,2510,2621,1820,1282,58151.5,107634,87,128,4269414,4270127,4269770,aphA,,0
b4056,yjbQ,186,117,195,261,322,260,177,109072.5,67557.5,199,381,4270238,4270654,4270446,yjbQ,,0
b4057,yjbR,135,99,145,194,227,157,137,28403,47838.5,124,191,4270658,4271014,4270836,yjbR,,0
b4058,uvrA,638,493,673,1571,1517,1110,1437,138732.5,358729,540,910,4271049,4273871,4272460,uvrA,,1
b4059,ssb,111,88,142,928,955,735,820,84424,61404,189,230,4274125,4274661,4274393,ssb,,0
b4060,yjcB,8,14,18,29,13,17,50,10734.5,32603.5,20,15,4274760,4275041,4274900,yjcB,,1
b4061,yjcC,51,21,30,30,27,25,21,46317,319631.5,36,52,4275471,4277057,4276264,yjcC,,0
b4062,soxS,411,253,423,28,31,20,174,25493,41832,718,475,4277060,4277383,4277221,soxS,,1
b4063,soxR,34,25,25,26,22,18,13,9576.5,68745,2,8,4277469,4277933,4277701,soxR,,0
b4065,yjcE,300,255,328,424,428,325,250,61752,209719,124,134,4279980,4281629,4280804,yjcE,,0
b4066,yjcF,0,4,0,5,0,2,1,12259.5,224032.5,3,2,4281783,4283075,4282429,yjcF,,1
b4067,actP,207,158,174,44,90,29,49,37531.5,193762.5,27,59,4283253,4284902,4284077,actP,,1
b4068,yjcH,55,26,36,4,10,6,11,4546.5,44852.5,10,10,4284899,4285213,4285056,yjcH,,1
b4069,acs,281,208,244,92,245,88,237,44276,250987,114,176,4285413,4287371,4286392,acs,,1
