Locus_tag,GSE73673_6,GSE73673_7,GSE73673_8,gene_id,GSE85914,gbk_locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand
b3883,5,2,1,yihV,2,BW25113_RS20150,4067099,4067995,4067547,,BW25113_3883,0
b3884,3,1,0,yihW,14,BW25113_RS20155,4068029,4068814,4068421,,BW25113_3884,0
b3885,2,0,1,yihX,62,BW25113_RS20160,4068913,4069512,4069212,,BW25113_3885,0
b3886,15,5,4,yihY,176,BW25113_RS20165,4069506,4070378,4069942,,BW25113_3886,0
b3887,8,5,6,dtd,233,BW25113_RS20170,4070375,4070812,4070593,,BW25113_3887,0
b3888,53,33,27,yiiD,126,BW25113_RS20175,4070809,4071798,4071303,,BW25113_3888,0
b3889,24,15,14,yiiE,0,BW25113_RS20180,4072657,4072869,4072763,,BW25113_3889,0
b3890,18,19,16,yiiF,14,BW25113_RS20185,4073111,4073329,4073220,,BW25113_3890,0
b3891,9,4,9,fdhE,31,BW25113_RS20195,4073659,4074588,4074123,,BW25113_3891,1
b3892,4,1,0,fdoI,25,BW25113_RS20200,4074585,4075220,4074902,,BW25113_3892,1
b3893,40,12,15,fdoH,7,BW25113_RS20205,4075217,4076119,4075668,,BW25113_3893,1
b3894,75,36,36,fdoG,45,BW25113_RS20210,4076132,4079182,4077657,,,1
b3895,9,6,6,fdhD,23,BW25113_RS20220,4079376,4080209,4079792,,BW25113_3895,0
b3896,24,15,12,yiiG,2,BW25113_RS20225,4080362,4081417,4080889,,BW25113_3896,0
b3897,11,5,3,frvR,0,BW25113_RS20230,4081467,4083215,4082341,,BW25113_3897,1
b3898,3,0,1,frvX,2,BW25113_RS20235,4083215,4084285,4083750,,BW25113_3898,1
b3899,6,3,4,frvB,1,BW25113_RS20240,4084275,4085726,4085000,,BW25113_3899,1
b3900,2,0,0,frvA,1,BW25113_RS20245,4085737,4086183,4085960,,BW25113_3900,1
b3901,0,0,0,rhaM,0,BW25113_RS20250,4086484,4086798,4086641,,BW25113_3901,1
b3902,3,0,2,rhaD,0,BW25113_RS20255,4086808,>4087350,4087079,,,1
b3905,0,0,0,rhaS,5,BW25113_RS20265,4087664,4088500,4088082,,BW25113_3905,0
b3906,0,0,0,rhaR,0,BW25113_RS20270,4088484,4089422,4088953,,BW25113_3906,0
b3907,5,3,2,rhaT,3,BW25113_RS20275,4089419,4090453,4089936,,BW25113_3907,1
b3908,4,3,3,sodA,4471,BW25113_RS20280,4090738,4091358,4091048,,BW25113_3908,0
b3909,10,3,5,kdgT,0,BW25113_RS20290,4091618,4092601,4092109,,BW25113_3909,0
b3910,75,28,55,yiiM,49,BW25113_RS20295,4092750,4093424,4093087,,BW25113_3910,0
b3911,19,7,7,cpxA,56,BW25113_RS20300,4093530,4094903,4094216,,BW25113_3911,1
b3912,28,19,12,cpxR,186,BW25113_RS20305,4094900,4095598,4095249,,BW25113_3912,1
b3915,110,72,61,fieF,136,BW25113_RS20315,4096397,4097299,4096848,,BW25113_3915,0
b3916,96,71,61,pfkA,704,BW25113_RS20320,4097480,4098442,4097961,,BW25113_3916,0
b3917,284,131,143,sbp,8,BW25113_RS20325,4098762,4099751,4099256,,BW25113_3917,0
b3918,360,196,198,cdh,11,BW25113_RS20330,4099858,4100613,4100235,,BW25113_3918,0
b3919,9,7,7,tpiA,646,BW25113_RS20335,4100668,4101435,4101051,,BW25113_3919,1
b3920,10,6,4,yiiQ,202,BW25113_RS20340,4101543,4102142,4101842,,BW25113_3920,1
b3921,15,11,8,yiiR,5,BW25113_RS20345,4102243,4102683,4102463,,BW25113_3921,0
b3922,201,108,122,yiiS,483,BW25113_RS20350,4102895,4103194,4103044,,BW25113_3922,0
b3923,100,58,52,uspD,234,BW25113_RS20355,4103221,4103649,4103435,,BW25113_3923,0
b3924,25,10,5,fpr,179,BW25113_RS20360,4103654,4104400,4104027,,BW25113_3924,1
b3925,124,83,84,glpX,93,BW25113_RS20365,4104497,4105507,4105002,,BW25113_3925,1
b3926,64,36,38,glpK,77,BW25113_RS20370,4105642,4107150,4106396,,BW25113_3926,1
b3927,11,8,6,glpF,31,BW25113_RS20375,4107173,4108018,4107595,,BW25113_3927,1
b3928,8,2,1,zapB,4495,BW25113_RS20380,4108443,4108688,4108565,,BW25113_3928,0
b3929,14,7,9,rraA,397,BW25113_RS20385,4108773,4109258,4109015,,BW25113_3929,1
b3930,7,2,3,menA,60,BW25113_RS20390,4109351,4110277,4109814,,BW25113_3930,1
b3931,331,153,163,hslU,461,BW25113_RS20395,4110344,4111675,4111009,,BW25113_3931,1
b3932,10,2,4,hslV,333,BW25113_RS20400,4111685,4112215,4111950,,BW25113_3932,1
b3933,130,79,107,ftsN,45,BW25113_RS20405,4112308,4113267,4112787,,BW25113_3933,1
b3934,250,93,120,cytR,62,BW25113_RS20410,4113359,4114384,4113871,,BW25113_3934,1
b3935,86,28,39,priA,20,BW25113_RS20415,4114540,4116738,4115639,,BW25113_3935,1
b3936,2,2,0,rpmE,445,BW25113_RS20420,4116941,4117153,4117047,,BW25113_3936,0
b3937,10,4,1,yiiX,17,BW25113_RS20425,4117214,4117822,4117518,,BW25113_3937,1
b3938,1,1,6,metJ,37,BW25113_RS20430,4118006,4118323,4118164,,BW25113_3938,1
b3939,229,147,152,metB,18,BW25113_RS20435,4118600,4119760,4119180,,BW25113_3939,0
b3940,136,71,59,metL,34,BW25113_RS20440,4119763,4122195,4120979,metL,BW25113_3940,0
b3941,20,16,16,metF,34,BW25113_RS20450,4122544,4123434,4122989,,BW25113_3941,0
b3942,101,59,54,katG,88,BW25113_RS20455,4123763,4125943,4124853,,BW25113_3942,0
b3943,36,20,25,yijE,21,BW25113_RS20460,4126036,4126941,4126488,,BW25113_3943,0
b3944,30,13,17,yijF,2,BW25113_RS20465,4126968,4127585,4127276,,BW25113_3944,1
b3945,16,9,9,gldA,19,BW25113_RS20475,4127860,4128963,4128411,gldA,BW25113_3945,1
b3946,1,2,0,fsaB,14,BW25113_RS20480,4128974,4129636,4129305,,BW25113_3946,1
b3947,47,29,37,frwA,2,BW25113_RS20485,4129648,4132149,4130898,,BW25113_3947,1
b3949,4,2,1,frwC,0,BW25113_RS20490,4132458,4133537,4132997,,BW25113_3949,0
b3950,0,0,0,frwB,4,BW25113_RS20495,4133552,4133872,4133712,,BW25113_3950,0
b3951,5,4,1,pflD,6,BW25113_RS20500,4133923,4136220,4135071,,BW25113_3951,0
b3952,4,1,3,pflC,2,BW25113_RS20505,4136186,4137064,4136625,,BW25113_3952,0
b3953,3,0,0,frwD,0,BW25113_RS20510,4137066,4137407,4137236,,BW25113_3953,0
b3954,3,2,1,yijO,63,BW25113_RS20515,4137394,4138245,4137819,,BW25113_3954,1
b3955,18,2,8,eptC,128,BW25113_RS20520,4138460,4140193,4139326,,BW25113_3955,1
b3956,270,135,178,ppc,1635,BW25113_RS20525,4140375,4143026,4141700,,BW25113_3956,1
b3957,524,287,315,argE,281,BW25113_RS20535,4143624,4144775,4144199,,BW25113_3957,1
b3958,78,48,40,argC,66,BW25113_RS20540,4144929,4145933,4145431,,BW25113_3958,0
b3959,68,39,55,argB,22,BW25113_RS20545,4145941,4146717,4146329,,BW25113_3959,0
b3960,106,80,88,argH,27,BW25113_RS20550,4146778,4148151,4147464,,BW25113_3960,0
b3961,82,62,58,oxyR,173,BW25113_RS20555,4148418,4149335,4148876,,BW25113_3961,0
b3962,68,42,32,sthA,449,BW25113_RS20560,4149318,4150718,4150018,,BW25113_3962,1
b3963,21,6,11,fabR,270,BW25113_RS20565,4151052,4151699,4151375,,BW25113_3963,0
b3964,2,1,4,yijD,171,BW25113_RS20570,4151699,4152058,4151878,,BW25113_3964,0
b3965,17,11,13,trmA,76,BW25113_RS20575,4152098,4153198,4152648,,BW25113_3965,1
b3966,94,52,52,btuB,46,BW25113_RS20580,4153567,4155411,4154489,,BW25113_3966,0
b3967,35,7,18,murI,51,BW25113_RS20585,4155356,4156213,4155784,,BW25113_3967,0
b3972,37,19,101,murB,52,BW25113_RS20610,4161985,4163013,4162499,,BW25113_3972,0
b3973,137726,69667,78747,birA,7,BW25113_RS20615,4163010,4163975,4163492,,BW25113_3973,0
b3974,64,32,36,coaA,30,BW25113_RS20620,4164004,4164954,4164479,,BW25113_3974,1
b3980,41,18,23,tufB,6834,BW25113_RS20650,4165872,4167056,4166464,,BW25113_3980,0
b3981,99,72,64,secE,287,BW25113_RS20655,4167286,4167669,4167477,,BW25113_3981,0
b3982,272,177,171,nusG,3073,BW25113_RS20660,4167671,4168216,4167943,nusG,BW25113_3982,0
b3983,33,28,24,rplK,380,BW25113_RS20665,4168375,4168803,4168589,,BW25113_3983,0
b3984,199,83,95,rplA,207,BW25113_RS20670,4168807,4169511,4169159,,BW25113_3984,0
b3985,196,111,120,rplJ,2390,BW25113_RS20675,4169924,4170421,4170172,,BW25113_3985,0
b3986,448,301,297,rplL,2335,BW25113_RS20680,4170488,4170853,4170670,,BW25113_3986,0
b3987,4453,2539,2564,rpoB,588,BW25113_RS20685,4171173,4175201,4173187,,BW25113_3987,0
b3988,2528,1388,1484,rpoC,366,BW25113_RS20690,4175278,4179501,4177389,,BW25113_3988,0
b3989,381,203,201,yjaZ,18,BW25113_RS20695,4179714,4180253,4179983,,BW25113_3989,0
b3990,361,171,186,thiH,406,BW25113_RS20700,4180663,4181796,4181229,,BW25113_3990,1
b3991,54,25,24,thiG,457,BW25113_RS20705,4181793,4182563,4182178,,BW25113_3991,1
b3992,265,96,158,thiF,261,BW25113_RS20715,4182749,4183504,4183126,,BW25113_3992,1
b3993,250,80,124,thiE,165,BW25113_RS20720,4183497,4184132,4183814,,BW25113_3993,1
b3994,872,290,403,thiC,517,BW25113_RS20725,4184132,4186027,4185079,,BW25113_3994,1
b3995,289,85,128,rsd,171,BW25113_RS20730,4186260,4186736,4186498,,BW25113_3995,1
b3996,356,115,170,nudC,308,BW25113_RS20735,4186831,4187604,4187217,nudC,BW25113_3996,0
b3997,475,165,257,hemE,138,BW25113_RS20740,4187644,4188708,4188176,,BW25113_3997,0
b3998,54,19,29,nfi,95,BW25113_RS20745,4188718,4189389,4189053,,BW25113_3998,0
b3999,34,26,22,yjaG,79,BW25113_RS20750,4189432,4190022,4189727,,BW25113_3999,0
b4000,18,13,17,hupA,1512,BW25113_RS20755,4190209,4190481,4190345,,BW25113_4000,0
b4001,46,26,36,yjaH,41,BW25113_RS20760,4190494,4191189,4190841,,BW25113_4001,0
b4002,22,7,8,zraP,7,BW25113_RS20765,4191191,4191616,4191403,zraP,BW25113_4002,1
b4003,325,169,179,zraS,5,BW25113_RS20770,4191854,4193251,4192552,,BW25113_4003,0
b4004,8,4,3,zraR,0,BW25113_RS20775,4193248,4194573,4193910,,BW25113_4004,0
b4005,18,5,6,purD,174,BW25113_RS20780,4194570,4195859,4195214,,BW25113_4005,1
b4006,40,28,27,purH,185,BW25113_RS20785,4195871,4197460,4196665,,BW25113_4006,1
b4011,636952,311655,338453,yjaA,3,BW25113_RS20810,4203162,4203545,4203353,,BW25113_4011,0
b4012,6,7,7,yjaB,6,BW25113_RS20815,4203608,4204051,4203829,,BW25113_4012,1
b4013,34,3,5,metA,62,BW25113_RS20820,4204208,4205137,4204672,,BW25113_4013,0
b4014,76,31,36,aceB,12164,BW25113_RS20825,4205406,4207007,4206206,,BW25113_4014,0
b4015,665,351,403,aceA,2340,BW25113_RS20830,4207037,4208341,4207689,,BW25113_4015,0
b4016,1011,559,628,aceK,229,BW25113_RS20835,4208524,4210260,4209392,,BW25113_4016,0
b4017,178,94,90,arpA,1,BW25113_RS20840,4210229,4212415,4211322,,BW25113_4017,1
b4018,9,2,2,iclR,399,BW25113_RS20845,4212732,4213556,4213144,,BW25113_4018,1
b4019,226,106,116,metH,212,BW25113_RS20850,4213756,4217439,4215597,,BW25113_4019,0
b4020,120,65,61,yjbB,23,BW25113_RS20855,4217659,4219290,4218474,,BW25113_4020,0
b4021,14,9,9,pepE,17,BW25113_RS20860,4219381,4220070,4219725,,BW25113_4021,1
b4022,20,6,5,rluF,120,BW25113_RS20865,4220282,4221154,4220718,,BW25113_4022,0
b4023,4,0,3,yjbD,219,BW25113_RS20870,4221287,4221559,4221423,,BW25113_4023,1
b4024,33,24,13,lysC,1352,BW25113_RS20875,4221812,4223161,4222486,,BW25113_4024,1
b4025,680,473,463,pgi,495,BW25113_RS20880,4223686,4225335,4224510,,BW25113_4025,0
b4026,156,82,100,yjbE,23,BW25113_RS20885,4225834,4226076,4225955,,BW25113_4026,0
b4027,298,201,193,yjbF,2,BW25113_RS20890,4226190,4226828,4226509,,BW25113_4027,0
b4028,380,225,253,yjbG,1,BW25113_RS20895,4226825,4227562,4227193,,BW25113_4028,0
b4029,12,5,11,yjbH,6,BW25113_RS20900,4227562,4229658,4228610,,BW25113_4029,0
b4030,1,1,0,psiE,942,BW25113_RS20920,4230253,4230663,4230458,,BW25113_4030,0
b4031,9,5,4,xylE,2,BW25113_RS20925,4230707,4232182,4231444,,BW25113_4031,1
b4032,15,5,6,malG,17,BW25113_RS20930,4232554,4233444,4232999,malG,BW25113_4032,1
b4033,7,2,2,malF,12,BW25113_RS20935,4233459,4235003,4234231,,BW25113_4033,1
b4034,7,0,1,malE,83,BW25113_RS20940,4235157,4236347,4235752,,BW25113_4034,1
b4035,8,2,2,malK,15,BW25113_RS20950,4236712,4237827,4237269,,BW25113_4035,0
b4036,7,2,2,lamB,29,BW25113_RS20955,4237899,4239239,4238569,lamB,BW25113_4036,0
b4037,3,1,0,malM,32,BW25113_RS20960,4239482,4240402,4239942,,BW25113_4037,0
b4039,1,0,0,ubiC,105,BW25113_RS20975,4242434,4242931,4242682,,BW25113_4039,0
b4040,1,1,0,ubiA,59,BW25113_RS20980,4242944,4243816,4243380,,BW25113_4040,0
b4041,89,32,26,plsB,130,BW25113_RS20985,4243971,4246394,4245182,,BW25113_4041,1
b4042,19,9,14,dgkA,260,BW25113_RS20990,4246565,4246933,4246749,,BW25113_4042,0
b4043,37,19,24,lexA,28,BW25113_RS20995,4247043,4247651,4247347,,BW25113_4043,0
b4044,92,35,46,dinF,6,BW25113_RS21000,4247670,4249049,4248359,,BW25113_4044,0
b4045,24,13,13,yjbJ,69,BW25113_RS21005,4249165,4249374,4249269,,BW25113_4045,0
b4046,21,6,18,zur,201,BW25113_RS21010,4249416,4249931,4249673,,BW25113_4046,1
b4047,1,2,0,yjbL,0,BW25113_RS21015,4250249,4250503,4250376,,BW25113_4047,0
b4048,58,33,49,yjbM,0,BW25113_RS21020,4250527,4251234,4250880,,BW25113_4048,0
b4049,20,3,10,dusA,29,BW25113_RS21025,4251597,4252634,4252115,,BW25113_4049,0
b4050,0,0,0,pspG,58,BW25113_RS21030,4252768,4253010,4252889,,BW25113_4050,0
b4051,18,7,5,qorA,283,BW25113_RS21035,4253176,4254159,4253667,,BW25113_4051,1
b4052,124,80,61,dnaB,209,BW25113_RS21040,4254242,4255657,4254949,,BW25113_4052,0
b4053,182,75,104,alr,33,BW25113_RS21045,4255710,4256789,4256249,,BW25113_4053,0
b4054,73,37,36,tyrB,110,BW25113_RS21050,4257042,4258235,4257638,,BW25113_4054,0
b4055,232,70,112,aphA,10,BW25113_RS21060,4259342,4260055,4259698,,BW25113_4055,0
b4056,22,7,6,yjbQ,1804,BW25113_RS21065,4260166,4260582,4260374,,BW25113_4056,0
b4057,0,0,0,yjbR,28,BW25113_RS21070,4260586,4260942,4260764,,BW25113_4057,0
b4058,295,172,192,uvrA,93,BW25113_RS21075,4260977,4263799,4262388,,BW25113_4058,1
b4059,35,22,14,ssb,26,BW25113_RS21080,4264053,4264589,4264321,,BW25113_4059,0
b4060,12,0,9,yjcB,7,BW25113_RS21085,4264688,4264969,4264828,,BW25113_4060,1
b4061,132,50,70,yjcC,46,BW25113_RS21090,4265399,4266985,4266192,,BW25113_4061,0
b4062,4,0,2,soxS,11,BW25113_RS21095,4266988,4267311,4267149,,BW25113_4062,1
b4063,12,4,1,soxR,6,BW25113_RS21100,4267397,4267861,4267629,,BW25113_4063,0
b4064,26,13,11,yjcD,7,BW25113_RS21105,4268407,4269756,4269081,,BW25113_4064,0
b4065,21,16,17,yjcE,47,BW25113_RS21110,4269908,4271557,4270732,,BW25113_4065,0
b4066,24,14,17,yjcF,0,BW25113_RS21115,4271711,4273003,4272357,,BW25113_4066,1
b4067,19,11,12,actP,5,BW25113_RS21120,4273181,4274830,4274005,,BW25113_4067,1
b4068,0,0,0,yjcH,4,BW25113_RS21125,4274827,4275141,4274984,,BW25113_4068,1
b4069,3,2,3,acs,181,BW25113_RS21130,4275341,4277299,4276320,,BW25113_4069,1
b4070,13,4,3,nrfA,23,BW25113_RS21135,4277692,4279128,4278410,,BW25113_4070,0
b4071,6,1,2,nrfB,3,BW25113_RS21140,4279173,4279739,4279456,,BW25113_4071,0
b4072,7,4,1,nrfC,1,BW25113_RS21145,4279736,4280407,4280071,,BW25113_4072,0
b4073,5,3,1,nrfD,0,BW25113_RS21150,4280404,4281360,4280882,,BW25113_4073,0
b4074,5,0,2,nrfE,1,BW25113_RS21155,4281440,4283098,4282269,,BW25113_4074,0
b4075,2,0,1,nrfF,3,BW25113_RS21160,4283091,4283474,4283282,,BW25113_4075,0
b4076,1,0,0,nrfG,1,BW25113_RS21165,4283471,4284067,4283769,,BW25113_4076,0
b4077,12,3,2,gltP,54,BW25113_RS21170,4284409,4285722,4285065,,BW25113_4077,0
b4078,29,14,11,yjcO,75,BW25113_RS21175,4286253,4286942,4286597,,BW25113_4078,1
b4079,77,35,43,fdhF,3,BW25113_RS21180,4287036,4289183,4288109,,,1
b4080,23,16,17,mdtP,1,BW25113_RS21190,4289381,4290847,4290114,,BW25113_4080,1
b4081,12,6,4,mdtO,1,BW25113_RS21195,4290844,4292895,4291869,,BW25113_4081,1
b4082,2,0,0,mdtN,0,BW25113_RS21200,4292895,4293926,4293410,,BW25113_4082,1
b4083,2,2,1,yjcS,1,BW25113_RS21210,4294429,4296414,4295421,,BW25113_4083,1
b4084,4,0,1,alsK,10,BW25113_RS21215,4296687,4297616,4297151,,BW25113_4084,1
b4085,1,1,0,alsE,2,BW25113_RS21220,4297600,4298295,4297947,,BW25113_4085,1
b4086,6,3,0,alsC,1,BW25113_RS21225,4298306,4299286,4298796,,BW25113_4086,1
b4087,9,1,0,alsA,0,BW25113_RS21230,4299265,4300797,4300031,,BW25113_4087,1
b4088,7,2,1,alsB,2,BW25113_RS21235,4300924,4301859,4301391,,BW25113_4088,1
b4089,3,1,0,alsR,25,BW25113_RS21240,4301918,4302808,4302363,,BW25113_4089,1
b4090,4,2,0,rpiB,3,BW25113_RS21245,4303167,4303616,4303391,,BW25113_4090,0
b4092,17,3,5,phnP,25,BW25113_RS21255,4304161,4304919,4304540,,BW25113_4092,1
b4093,3,1,1,phnO,37,BW25113_RS21260,4304921,4305355,4305138,,BW25113_4093,1
b4094,7,3,2,phnN,23,BW25113_RS21265,4305342,4305899,4305620,,BW25113_4094,1
b4095,17,9,14,phnM,1,BW25113_RS21270,4305899,4307035,4306467,,BW25113_4095,1
b4096,4,4,3,phnL,4,BW25113_RS21275,4307032,4307712,4307372,,BW25113_4096,1
b4097,4,0,0,phnK,0,BW25113_RS21280,4307823,4308581,4308202,,BW25113_4097,1
b4098,4,1,0,phnJ,0,BW25113_RS21285,4308578,4309423,4309000,,BW25113_4098,1
b4099,4,3,1,phnI,0,BW25113_RS21290,4309416,4310480,4309948,,BW25113_4099,1
b4100,1,1,0,phnH,0,BW25113_RS21295,4310480,4311064,4310772,,BW25113_4100,1
b4101,0,0,0,phnG,0,BW25113_RS21300,4311061,4311513,4311287,,BW25113_4101,1
b4102,2,0,0,phnF,0,BW25113_RS21305,4311514,4312239,4311876,,BW25113_4102,1
b4105,2,0,1,phnD,1,BW25113_RS21315,4313153,4314169,4313661,,BW25113_4105,1
b4106,4,0,0,phnC,0,BW25113_RS21320,4314194,4314982,4314588,,BW25113_4106,1
b4107,0,0,0,yjdN,286,BW25113_RS21325,4315115,4315558,4315336,,BW25113_4107,1
b4108,0,0,0,yjdM,87,BW25113_RS21330,4316216,4316551,4316383,,BW25113_4108,1
b4109,55,23,23,crfC,50,BW25113_RS21335,4316952,4319180,4318066,,BW25113_4109,0
b4110,9,1,2,yjcZ,11,BW25113_RS21340,4319177,4320055,4319616,,BW25113_4110,0
b4111,17,1,7,proP,348,BW25113_RS21345,4320319,4321821,4321070,,BW25113_4111,0
b4112,96,38,31,basS,22,BW25113_RS21355,4321998,4323089,4322543,,BW25113_4112,1
b4113,79,31,34,basR,122,BW25113_RS21360,4323099,4323767,4323433,,BW25113_4113,1
b4114,46,21,21,eptA,7,BW25113_RS21365,4323764,4325407,4324585,,BW25113_4114,1
b4115,13,8,5,adiC,2,BW25113_RS21370,4325511,4326848,4326179,,BW25113_4115,1
b4116,13,5,5,adiY,32,BW25113_RS21375,4326985,4327746,4327365,,BW25113_4116,1
b4117,52,27,27,adiA,15,BW25113_RS21380,4328071,4330338,4329204,,BW25113_4117,1
b4118,10,2,4,melR,177,BW25113_RS21385,4330537,4331445,4330991,,BW25113_4118,1
b4119,24,6,9,melA,7,BW25113_RS21395,4331728,4333083,4332405,,BW25113_4119,0
b4120,11,6,2,melB,6,BW25113_RS21400,4333186,4334607,4333896,,BW25113_4120,0
b4121,5,2,5,yjdF,15,BW25113_RS21405,4334746,4335375,4335060,,BW25113_4121,1
b4122,21,5,7,fumB,4,BW25113_RS21410,4335497,4337143,4336320,,BW25113_4122,1
b4123,8,2,2,dcuB,9,BW25113_RS21415,4337221,4338561,4337891,,BW25113_4123,1
b4124,2,2,3,dcuR,44,BW25113_RS21425,4339132,4339851,4339491,,BW25113_4124,1
b4125,14,13,8,dcuS,34,BW25113_RS21430,4339848,4341479,4340663,,BW25113_4125,1
b4126,12,4,3,yjdI,105,BW25113_RS21435,4341660,4341890,4341775,,BW25113_4126,0
b4127,2,2,4,yjdJ,105,BW25113_RS21440,4341902,4342174,4342038,,BW25113_4127,0
b4128,4,1,0,yjdK,4,BW25113_RS21445,4342401,4342697,4342549,,,0
b4129,60,32,28,lysU,90,BW25113_RS21455,4343017,4344534,4343775,,BW25113_4129,1
b4130,40,33,27,dtpC,12,BW25113_RS21460,4344771,4346228,4345499,,BW25113_4130,1
b4131,23,5,5,cadA,2,BW25113_RS21465,4346287,4348434,4347360,,BW25113_4131,1
b4132,4,0,5,cadB,0,BW25113_RS21470,4348514,4349848,4349181,cadB,BW25113_4132,1
b4133,3,0,0,cadC,21,BW25113_RS21475,4350213,4351751,4350982,,BW25113_4133,1
b4135,4,5,5,yjdC,1336,BW25113_RS21485,4352550,4353125,4352837,,BW25113_4135,1
b4136,84,43,40,dsbD,67,BW25113_RS21490,4353162,4354859,4354010,dipZ,BW25113_4136,1
b4137,22,11,11,cutA,67,BW25113_RS21495,4354835,4355173,4355004,,BW25113_4137,1
b4138,35,17,11,dcuA,120,BW25113_RS21500,4355289,4356590,4355939,,BW25113_4138,1
b4139,152,67,78,aspA,62,BW25113_RS21505,4356708,4358144,4357426,,BW25113_4139,1
b4140,54,20,24,fxsA,4,BW25113_RS21510,4358481,4358957,4358719,,BW25113_4140,0
b4141,45,14,27,yjeH,69,BW25113_RS21515,4358973,4360229,4359601,,BW25113_4141,1
b4142,16,4,10,groS,1610,BW25113_RS21520,4360505,4360798,4360651,groES,BW25113_4142,0
b4143,36,18,21,groL,832,BW25113_RS21525,4360842,4362488,4361665,,BW25113_4143,0
b4144,391,254,238,yjeI,57,BW25113_RS21530,4362626,4362979,4362802,,BW25113_4144,0
b4145,513,336,358,yjeJ,4,BW25113_RS21535,4363182,4364051,4363616,,BW25113_4145,1
b4146,129,42,54,epmB,49,BW25113_RS21540,4364446,4365474,4364960,,BW25113_4146,1
b4147,1,0,0,efp,193,BW25113_RS21545,4365516,4366082,4365799,,BW25113_4147,0
b4148,12,5,8,sugE,16,BW25113_RS21560,4366692,4367009,4366850,,BW25113_4148,0
b4149,31,15,17,blc,458,BW25113_RS21565,4367006,4367539,4367272,,BW25113_4149,1
b4150,172,112,111,ampC,28,BW25113_RS21570,4367628,4368761,4368194,,BW25113_4150,1
b4151,22,12,10,frdD,82,BW25113_RS21575,4368824,4369183,4369003,,BW25113_4151,1
b4152,11,8,7,frdC,32,BW25113_RS21580,4369194,4369589,4369391,,BW25113_4152,1
b4153,6,2,5,frdB,74,BW25113_RS21585,4369600,4370334,4369967,,BW25113_4153,1
b4154,65,31,46,frdA,105,BW25113_RS21590,4370327,4372135,4371231,,BW25113_4154,1
b4155,64,31,27,epmA,17,BW25113_RS21595,4372460,4373437,4372948,,BW25113_4155,0
b4156,44,24,32,yjeM,1,BW25113_RS21600,4373656,4375158,4374407,,BW25113_4156,0
b4157,5,1,5,yjeN,7,BW25113_RS21605,4375210,4375524,4375367,,BW25113_4157,0
b4158,0,0,0,yjeO,0,BW25113_RS21610,4375521,4375835,4375678,,BW25113_4158,0
b4159,25,12,13,mscM,21,BW25113_RS21615,4375864,4379187,4377525,,BW25113_4159,1
b4160,10,4,2,psd,188,BW25113_RS21620,4379209,4380177,4379693,,BW25113_4160,1
b4161,26,18,14,rsgA,169,BW25113_RS21625,4380274,4381326,4380800,,BW25113_4161,1
b4162,60,30,25,orn,41,BW25113_RS21630,4381421,4381966,4381693,,BW25113_4162,0
b4166,97,42,38,queG,109,BW25113_RS21650,4382745,4383884,4383314,,BW25113_4166,1
b4167,104,50,67,nnr,133,BW25113_RS21655,4383883,4385430,4384656,,BW25113_4167,0
b4168,32,22,23,tsaE,34,BW25113_RS21660,4385402,4385863,4385632,,BW25113_4168,0
b4169,59,25,27,amiB,123,BW25113_RS21665,4385882,4387219,4386550,,BW25113_4169,0
b4170,70,36,40,mutL,60,BW25113_RS21670,4387229,4389076,4388152,,BW25113_4170,0
b4171,44,29,25,miaA,606,BW25113_RS21675,4389069,4390019,4389544,,BW25113_4171,0
b4172,11,7,5,hfq,1221,BW25113_RS21680,4390105,4390413,4390259,,BW25113_4172,0
b4173,155,105,84,hflX,219,BW25113_RS21685,4390489,4391769,4391129,,BW25113_4173,0
b4174,777,386,387,hflK,187,BW25113_RS21690,4391855,4393114,4392484,,BW25113_4174,0
b4175,275,158,189,hflC,85,BW25113_RS21695,4393117,4394121,4393619,,BW25113_4175,0
b4176,87,47,47,yjeT,22,BW25113_RS21700,4394203,4394400,4394301,,BW25113_4176,0
b4177,249,114,134,purA,231,BW25113_RS21705,4394504,4395802,4395153,,BW25113_4177,0
b4178,32,16,18,nsrR,65,BW25113_RS21710,4396007,4396432,4396219,,BW25113_4178,0
b4179,872,481,512,rnr,582,BW25113_RS21715,4396471,4398912,4397691,,BW25113_4179,0
b4180,121,63,52,rlmB,30,BW25113_RS21720,4399092,4399823,4399457,,BW25113_4180,0
b4181,25,32,23,yjfI,1,BW25113_RS21725,4399950,4400351,4400150,,BW25113_4181,0
b4182,86,37,44,yjfJ,0,BW25113_RS21730,4400370,4401068,4400719,,BW25113_4182,0
b4183,31,12,28,yjfK,0,BW25113_RS21735,4401119,4401778,4401448,,BW25113_4183,0
b4184,1,1,0,yjfL,0,BW25113_RS21740,4401796,4402194,4401995,,BW25113_4184,0
b4185,2,0,0,yjfM,3,BW25113_RS21745,4402204,4402842,4402523,,BW25113_4185,0
b4186,4,1,1,yjfC,3,BW25113_RS21750,4402845,4404008,4403426,,BW25113_4186,0
b4187,3,0,0,aidB,15,BW25113_RS21755,4404092,4405717,4404904,,BW25113_4187,0
b4188,11,3,8,yjfN,109,BW25113_RS21760,4405834,4406109,4405971,,BW25113_4188,1
b4189,60,34,39,bsmA,1195,BW25113_RS21765,4406258,4406587,4406422,,BW25113_4189,1
