"","locus_tag","gene","lengthnt","start","end","strand","product","Nakamura","Lawrence","hns","conservation"
"6992","",NA,"",NA,NA,"","synthetase, alpha","","","",""
"6993","b3561","yiaH","996","3723910","3724905","+","orf, hypothetical protein","","","1","19"
"6994","b3562","yiaA","441","3724947","3725387","-","orf, hypothetical protein","1","1","1","18"
"6995","b3563","yiaB","354","3725430","3725783","-","orf, hypothetical protein","1","1","1","18"
"6996","b3785","wzzE","1050","3967051","3968100","+","putative transport","","","","21"
"6997","b3786","wecB","1131","3968156","3969286","+","UDP-N-acetyl","","","","21"
"6998","",NA,"",NA,NA,"","glucosamine -2-","","","",""
"6999","",NA,"",NA,NA,"","epimerase; synthesis of","","","",""
"7000","",NA,"",NA,NA,"","enterobacterial","","","",""
"7001","",NA,"",NA,NA,"","common antigen (ECA)","","","",""
"7002","b3787","wecC","1263","3969283","3970545","+","UDP-N-acetyl-D-","","","","21"
"7003","",NA,"",NA,NA,"","mannosaminuronic acid","","","",""
"7004","",NA,"",NA,NA,"","dehydrogenase;","","","",""
"7005","",NA,"",NA,NA,"","synthesis of","","","",""
"7006","",NA,"",NA,NA,"","enterobacterial","","","",""
"7007","b3788","rffG","1068","3970545","3971612","+","dTDP-glucose 4,6-","","","","20"
"7008","",NA,"",NA,NA,"","dehydratase","","","",""
"7009","b3789","rffH","882","3971631","3972512","+","glucose-1-phosphate","","","","20"
"7010","",NA,"",NA,NA,"","thymidylyltransferase","","","",""
"7011","b3790","wecD","546","3972619","3973164","+","orf, hypothetical protein","","","","21"
"7012","b3791","wecE","1131","3973169","3974299","+","putative regulator","","","","21"
"7013","b3792","wzxE","1251","3974301","3975551","+","putative cytochrome","","","","21"
"7014","b4481","rffT","1080","3975548","3976627","+","TDP-Fuc4NAc:lipidII","1","","","21"
"7015","",NA,"",NA,NA,"","transferase","","","",""
"7016","b3793","wecF","1353","3976624","3977976","+","TDP-Fuc4NAc:lipidII","","","","21"
"7017","",NA,"",NA,NA,"","transferase; synthesis","","","",""
"7018","",NA,"",NA,NA,"","of enterobacterial","","","",""
"7019","",NA,"",NA,NA,"","common antigen (ECA)","","","",""
"7020","b3794","wecG","741","3977979","3978719","+","probable UDP-N-acetyl-","","","","21"
"7021","",NA,"",NA,NA,"","D-mannosaminuronic","","","",""
"7022","",NA,"",NA,NA,"","acid transferase;","","","",""
"7023","",NA,"",NA,NA,"","synthesis of","","","",""
"7024","",NA,"",NA,NA,"","enterobacterial","","","",""
"7025","b3795","yifK","1386","3978910","3980295","+","putative amino","","","","21"
"7026","",NA,"",NA,NA,"","acid/amine transport","","","",""
"7027","tRNA-Arg7tRNA-Arg",NA,"77","3980398","3980474","+","tRNA-Arg","","","",""
"7028","tRNA-His1","tRNA-His","77","3980532","3980608","+","tRNA-His","","","",""
"7029","tRNA-Leu","tRNA-Leu","87","3980629","3980715","+","tRNA-Leu","","","",""
"7030","tRNA-Pro3tRNA-Pro",NA,"77","3980758","3980834","+","tRNA-Pro","","","",""
"7031","b3800","aslB","1236","3980981","3982216","+","putative arylsulfatase","","","","18"
"7032","",NA,"",NA,NA,"","regulator","","","",""
"7033","b3801","aslA","1656","3982375","3984030","-","arylsulfatase","","","1","6"
"7034","b3802","hemY","1197","3984709","3985905","-","a late step of","","","","21"
"7035","",NA,"",NA,NA,"","protoheme IX synthesis","","","",""
"7036","b3803","hemX","1182","3985908","3987089","-","uroporphyrinogen III","","","","21"
"7037","",NA,"",NA,NA,"","methylase","","","",""
"7038","b3804","hemD","741","3987111","3987851","-","uroporphyrinogen III","","","","21"
"7039","",NA,"",NA,NA,"","synthase","","","",""
"7040","b3805","hemC","942","3987848","3988789","-","porphobilinogen","","","","21"
"7041","",NA,"",NA,NA,"","deaminase =","","","",""
"7042","",NA,"",NA,NA,"","hydroxymethylbilane","","","",""
"7043","",NA,"",NA,NA,"","synthase","","","",""
"7044","b3806","cyaA","2547","3989176","3991722","+","adenylate cyclase","","","","21"
"7045","b3808","yzcX","486","3991873","3992358","+","orf, hypothetical protein","1","","","7"
"7046","b3809","dapF","828","3992782","3993609","+","diaminopimelate","","","","21"
"7047","",NA,"",NA,NA,"","epimerase","","","",""
"7048","b3810","yigA","708","3993606","3994313","+","orf, hypothetical protein","","","","21"
"7049","b3811","xerC","897","3994310","3995206","+","site-specific","","","","21"
"7050","",NA,"",NA,NA,"","recombinase, acts on","","","",""
"7051","",NA,"",NA,NA,"","cer sequence of ColE1,","","","",""
"7052","",NA,"",NA,NA,"","effects chromosome","","","",""
"7053","",NA,"",NA,NA,"","segregation at cell","","","",""
"7054","b3812","yigB","717","3995206","3995922","+","putative phosphatase","","","","21"
"7055","b3813","uvrD","2163","3996006","3998168","+","DNA-dependent","","","","21"
"7056","",NA,"",NA,NA,"","ATPase I and helicase","","","",""
"7057","b4482","yigE","765","3998315","3999079","-","orf, hypothetical protein","1","","","8"
"7058","b3816","corA","951","3999449","4000399","+","Mg2+ transport, system","","","","21"
"7059","b3817","yigF","381","4000442","4000822","-","orf, hypothetical protein","1","1","1","8"
"7060","b3818","yigG","417","4000836","4001252","-","orf, hypothetical protein","1","1","1","10"
"7061","b3819","rarD","891","4001311","4002201","-","orf, hypothetical protein","","","1","21"
"7062","b3820","yigI","486","4002253","4002738","-","orf, hypothetical protein","","","","21"
"7063","b3821","pldA","870","4002885","4003754","+","outer membrane","","","","20"
"7064","",NA,"",NA,NA,"","phospholipase A","","","",""
"7065","b3822","recQ","1830","4003887","4005716","+","ATP-dependent DNA","","","","21"
"7066","",NA,"",NA,NA,"","helicase","","","",""
"7067","b3823","rhtC","621","4005780","4006400","+","amino acid exporter","","","","20"
"7068","b3941","metF","891","4130639","4131529","+","5,10-","","","","21"
"7069","",NA,"",NA,NA,"","methylenetetrahydrofola","","","",""
"7070","",NA,"",NA,NA,"","te reductase","","","",""
"7071","b3942","katG","2181","4131858","4134038","+","catalase;","","","","19"
"7072","",NA,"",NA,NA,"","hydroperoxidase HPI(I)","","","",""
"7073","b3943","yijE","939","4134098","4135036","+","orf, hypothetical protein","","","","9"
"7074","b3944","yijF","618","4135063","4135680","-","orf, hypothetical protein","","","","10"
"7075","b3945","gldA","1143","4135955","4137097","-","glycerol","","","","15"
"7076","",NA,"",NA,NA,"","dehydrogenase, (NAD)","","","",""
"7077","b3946","talC","663","4137069","4137731","-","fructose-6-phosphate","","","","20"
"7078","",NA,"",NA,NA,"","aldolase","","","",""
"7079","b3947","ptsA","2502","4137743","4140244","-","PEP-protein","","","","14"
"7080","",NA,"",NA,NA,"","phosphotransferase","","","",""
"7081","",NA,"",NA,NA,"","system enzyme I","","","",""
"7082","b3949","frwC","1080","4140553","4141632","+","PTS system, fructose-","","","","16"
"7083","",NA,"",NA,NA,"","like enzyme II","","","",""
"7084","b3950","frwB","321","4141647","4141967","+","PTS system fructose-","","","","16"
"7085","",NA,"",NA,NA,"","like IIB component 1","","","",""
"7086","b3951","pflD","2298","4142018","4144315","+","formate","","","","16"
"7087","",NA,"",NA,NA,"","acetyltransferase 2","","","",""
"7088","b3952","pflC","879","4144281","4145159","+","probable pyruvate","","","","12"
"7089","",NA,"",NA,NA,"","formate lyase activating","","","",""
"7090","b3953","frwD","342","4145161","4145502","+","PTS system fructose-","","","","16"
"7091","",NA,"",NA,NA,"","like IIB component 2","","","",""
"7092","b3954","yijO","852","4145489","4146340","-","putative ARAC-type","","","","19"
"7093","",NA,"",NA,NA,"","regulatory protein","","","",""
"7094","b3955","yijP","1734","4146555","4148288","-","protein required for","","","","15"
"7095","",NA,"",NA,NA,"","invasion of brain","","","",""
"7096","",NA,"",NA,NA,"","microvascular","","","",""
"7097","",NA,"",NA,NA,"","endothelial cells","","","",""
"7098","b3956","ppc","2652","4148470","4151121","-","phosphoenolpyruvate","","","","21"
"7099","",NA,"",NA,NA,"","carboxylase","","","",""
"7100","b3957","argE","1152","4151719","4152870","-","acetylornithine","","","","21"
"7101","",NA,"",NA,NA,"","deacetylase","","","",""
"7102","b3958","argC","1005","4153024","4154028","+","N-acetyl-gamma-","","","","21"
"7103","",NA,"",NA,NA,"","glutamylphosphate","","","",""
"7104","",NA,"",NA,NA,"","reductase","","","",""
"7105","b3959","argB","777","4154036","4154812","+","acetylglutamate kinase","","","","21"
"7106","b3960","argH","1374","4154873","4156246","+","argininosuccinate lyase","","","","21"
"7107","b3961","oxyR","918","4156513","4157430","+","activator, hydrogen","","","","21"
"7108","",NA,"",NA,NA,"","peroxide-inducible","","","",""
"7109","b3962","udhA","1335","4157413","4158747","-","soluble pyridine","","","","21"
"7110","",NA,"",NA,NA,"","nucleotide","","","",""
"7111","b3963","yijC","705","4159090","4159794","+","orf, hypothetical protein","","","","21"
"7112","b3964","yijD","360","4159794","4160153","+","orf, hypothetical protein","","","","21"
"7113","b3965","trmA","1101","4160193","4161293","-","tRNA (uracil-5-)-","","","","21"
"7114","",NA,"",NA,NA,"","methyltransferase","","","",""
"7115","b3966","btuB","1845","4161662","4163506","+","outer membrane","","","","20"
"7116","",NA,"",NA,NA,"","receptor for transport of","","","",""
"7117","",NA,"",NA,NA,"","vitamin B12, E colicins,","","","",""
"7118","",NA,"",NA,NA,"","and bacteriophage","","","",""
"7119","b3967","murI","870","4163439","4164308","+","glutamate racemase,","","","","21"
"7120","",NA,"",NA,NA,"","required for","","","",""
"7121","",NA,"",NA,NA,"","biosynthesis of D-","","","",""
"7122","",NA,"",NA,NA,"","glutamate and","","","",""
"7123","rrnB_16S","rrnB_16S","1542","4164682","4166223","+","rrnB_16S","","","",""
"7124","tRNA-Glu3tRNA-Glu",NA,"76","4166395","4166470","+","tRNA-Glu","","","",""
"7125","rrnB_23S","rrnB_23S","2904","4166664","4169567","+","rrnB_23S","","","",""
"7126","rrnB_5S","rrnB_5S","120","4169660","4169779","+","rrnB_5S","","","",""
"7127","b3972","murB","1029","4170080","4171108","+","UDP-N-","","1","","21"
"7128","",NA,"",NA,NA,"","acetylenolpyruvoylgluco","","","",""
"7129","",NA,"",NA,NA,"","samine reductase","","","",""
"7130","b3973","birA","966","4171105","4172070","+","biotin-[acetylCoA","1","1","","21"
"7131","",NA,"",NA,NA,"","carboxylase]","","","",""
"7132","",NA,"",NA,NA,"","holoenzyme synthetase","","","",""
"7133","",NA,"",NA,NA,"","and biotin operon","","","",""
"7134","b3974","coaA","951","4172099","4173049","-","pantothenate kinase","","1","1","21"
"7135","b3975","-","156","4173236","4173391","-","orf, hypothetical protein","1","1","1","12"
"7136","tRNA-Thr3","tRNA-Thr","76","4173411","4173486","+","tRNA-Thr","","","1",""
"7137","tRNA-Tyr","tRNA-Tyr","85","4173495","4173579","+","tRNA-Tyr","","","1",""
"7138","tRNA-Gly3","tRNA-Gly","75","4173696","4173770","+","tRNA-Gly","","","1",""
"7139","tRNA-Thr","tRNA-Thr","76","4173777","4173852","+","tRNA-Thr","","","1",""
"7140","b4102","phnF","726","4319720","4320445","-","putative transcriptional","","1","","12"
"7141","",NA,"",NA,NA,"","regulator","","","",""
"7142","b4103","-","222","4320466","4320687","-","orf, hypothetical protein","","1","","13"
"7143","b4104","phnE","621","4320684","4321304","-","membrane channel","1","1","","13"
"7144","",NA,"",NA,NA,"","protein component of","","","",""
"7145","",NA,"",NA,NA,"","Pn transporter","","","",""
"7146","b4105","phnD","1017","4321359","4322375","-","periplasmic binding","","1","","14"
"7147","",NA,"",NA,NA,"","protein component of","","","",""
"7148","",NA,"",NA,NA,"","Pn transporter","","","",""
"7149","b4106","phnC","789","4322400","4323188","-","ATP-binding","","1","","14"
"7150","",NA,"",NA,NA,"","component of","","","",""
"7151","b4107","phnB","444","4323321","4323764","-","orf, hypothetical protein","","1","","13"
"7152","b4108","phnA","336","4324422","4324757","-","orf, hypothetical protein","","1","1","21"
"7153","b4109","yjdA","2229","4325158","4327386","+","putative vimentin","","","1","8"
"7154","b4110","yjcZ","846","4327416","4328261","+","orf, hypothetical protein","1","","","9"
"7155","b4111","proP","1503","4328525","4330027","+","low-affinity transport","","","","20"
"7156","",NA,"",NA,NA,"","system; proline","","","",""
"7157","",NA,"",NA,NA,"","permease II","","","",""
"7158","b4112","basS","1092","4330204","4331295","-","sensor protein for basR","","","","20"
"7159","b4113","basR","669","4331305","4331973","-","transcriptional","","","","19"
"7160","",NA,"",NA,NA,"","regulatory protein,","","","",""
"7161","",NA,"",NA,NA,"","member of 2-","","","",""
"7162","",NA,"",NA,NA,"","component regulatory","","","",""
"7163","b4114","yjdB","1674","4331970","4333643","-","orf, hypothetical protein","","","","20"
"7164","b4115","yjdE","1338","4333717","4335054","-","putative amino","","","1","19"
"7165","",NA,"",NA,NA,"","acid/amine transport","","","",""
"7166","b4116","adiY","762","4335191","4335952","-","putative ARAC-type","1","1","1","15"
"7167","",NA,"",NA,NA,"","regulatory protein","","","",""
"7168","b4117","adiA","2271","4336277","4338547","-","biodegradative arginine","","","","20"
"7169","",NA,"",NA,NA,"","decarboxylase","","","",""
"7170","b4118","melR","909","4338743","4339651","-","regulator of melibiose","","","","14"
"7171","",NA,"",NA,NA,"","operon","","","",""
"7172","b4119","melA","1356","4339934","4341289","+","alpha-galactosidase","","","","15"
"7173","b4120","melB","1410","4341404","4342813","+","melibiose permease II","1","","","20"
"7174","b4121","yjdF","630","4342952","4343581","-","orf, hypothetical protein","","","","8"
"7175","b4122","fumB","1647","4343703","4345349","-","fumarase B= fumarate","","","","20"
"7176","",NA,"",NA,NA,"","hydratase Class I;","","","",""
"7177","",NA,"",NA,NA,"","anaerobic isozyme","","","",""
"7178","b4123","dcuB","1341","4345427","4346767","-","anaerobic dicarboxylate","","","1","17"
"7179","",NA,"",NA,NA,"","transport","","","",""
"7180","b4124","dcuR","720","4347338","4348057","-","response regulator of","1","","1","16"
"7181","",NA,"",NA,NA,"","fumarate two-","","","",""
"7182","",NA,"",NA,NA,"","component regulatory","","","",""
"7183","b4125","dcuS","1632","4348054","4349685","-","sensor of fumarate two-","","","1","15"
"7184","",NA,"",NA,NA,"","component regulatory","","","",""
"7185","",NA,"",NA,NA,"","system","","","",""
"7186","b4126","yjdI","231","4349866","4350096","+","orf, hypothetical protein","1","","1","8"
"7187","b4127","yjdJ","273","4350108","4350380","+","orf, hypothetical protein","","1","1","8"
"7188","b4128","yjdK","297","4350607","4350903","+","orf, hypothetical protein","1","1","1","5"
"7189","b4129","lysU","1518","4351223","4352740","-","lysine tRNA synthetase,","","","1","21"
"7190","",NA,"",NA,NA,"","inducible; heat shock","","","",""
"7191","",NA,"",NA,NA,"","protein","","","",""
"7192","b4130","yjdL","1458","4352977","4354434","-","putative peptide","","","1","12"
"7193","",NA,"",NA,NA,"","transporter","","","",""
"7194","b4131","cadA","2148","4354493","4356640","-","lysine decarboxylase 1","","","1","10"
"7195","b4132","cadB","1335","4356720","4358054","-","transport of","","","1","12"
"7196","",NA,"",NA,NA,"","lysine/cadaverine","","","",""
"7197","b4133","cadC","1539","4358419","4359957","-","transcriptional activator","1","1","1","12"
"7198","",NA,"",NA,NA,"","of cad operon","","","",""
"7199","tRNA-Phe2tRNA-Phe",NA,"76","4360574","4360649","-","tRNA-Phe","","","",""
"7200","b4135","yjdC","600","4360756","4361355","-","orf, hypothetical protein","","","","21"
"7201","b4136","dsbD","1698","4361368","4363065","-","thiol:disulfide","","","","21"
"7202","",NA,"",NA,NA,"","interchange protein;","","","",""
"7203","b4137","cutA","339","4363041","4363379","-","divalent cation","1","","","19"
"7204","",NA,"",NA,NA,"","tolerance protein;","","","",""
"7205","",NA,"",NA,NA,"","cytochrome c","","","",""
"7206","b4138","dcuA","1302","4363495","4364796","-","anaerobic dicarboxylate","","","","21"
"7207","",NA,"",NA,NA,"","transport","","","",""
"7208","b4139","aspA","1482","4364914","4366395","-","aspartate ammonia-","","","","21"
"7209","",NA,"",NA,NA,"","lyase (aspartase)","","","",""
"7210","b4140","fxsA","378","4366786","4367163","+","suppressor of F","","","","21"
"7211","",NA,"",NA,NA,"","exclusion of","","","",""
"7212","b4141","yjeH","1257","4367179","4368435","-","putative transport","","","","20"
