Gene name,Coordinates,,Orientation,Description
ftsN,4119960,4120919,-,Essential gene; cell division and growth; multicopy suppresses ftsA12
cytR,4121011,4122036,-,"Regulatory gene for deo, udp, and cdd; mutants show improved growth on uridine"
priA,4122192,4124390,-,"Primosome factor Y, also called protein n'"
rpmE,4124593,4124805,+,50S ribosomal subunit protein L31
yiiX,4124866,4125474,-,Function unknown
metJ,4125658,4125975,-,Methionine sulfoximine plus methylmethionine sensitivity; repressor
metB,4126252,4127412,+,Cystathionine gamma-synthase
metL,4127415,4129847,+,Aspartokinase II-homoserine dehydrogenase II
metF,4130196,4131086,+,"5,10-Methylenetetrahydrofolate reductase"
katG,4131415,4133595,+,Catalase hydrogen peroxidase I
yijE,4133688,4134593,+,Function unknown
yijF,4134620,4135237,-,Function unknown
gldA,4135512,4136615,-,"Glycerol dehydrogenase, NAD+ dependent"
talC,4136626,4137288,-,Putative transaldolase C
ptsA,4137300,4139800,-,Putative phosphotransferase system enzyme I
frwC,4140109,4141188,+,Putative fructose-like PTS system enzyme IIC
frwB,4141203,4141523,+,"Putative fructose-like PTS system enzyme IIB, component 1"
pflD,4141574,4143871,+,Putative pyruvate formate lyase II
pflC,4143837,4144715,+,Putative pyruvate formate lyase II activase
frwD,4144717,4145058,+,"Putative fructose-like PTS system enzyme IIB, component 2"
yijO,4145045,4145896,-,Function unknown
yijP,4146111,4147844,-,Function unknown
ppc,4148026,4150677,-,Phosphoenolpyruvate carboxylase
argE,4151275,4152426,-,Acetylornithine deacetylase
argC,4152580,4153584,+,N-acetyl-gamma-glutamyl-phosphate reductase
argB,4153592,4154368,+,Acetylglutamate kinase
argH,4154429,4155802,+,Argininosuccinate lyase
oxyS,4155864,4155973,-,Regulatory RNA; activator for genes that detoxify oxidative damage; small RNA
oxyR,4156069,4156986,+,Bifunctional regulatory protein sensor for oxidative stress
udhA,4156969,4158303,-,Function unknown
yijC,4158703,4159350,+,Function unknown
yijD,4159350,4159709,+,Function unknown
trmA,4159749,4160849,-,tRNA (uracil-5)-methyltransferase
btuB,4161218,4163062,+,"Receptor for vitamin B12, E colicins, and phage BF23; also C1 phage absorption"
murI,4163007,4163864,+,"Glutamate racemase; D-glutamate synthesis, essential for peptidoglycan"
rrsB,4164238,4165779,+,16S RNA of rrnB operon
gltT,4165951,4166026,+,Glutamate tRNA2
rrlB,4166220,4169123,+,23S rRNA of rrnB operon
rrfB,4169216,4169335,+,5S rRNA of rrnB operon
murB,4169636,4170664,+,UDP-N-acetylglucosaminyl-3-enolpyruvate reductase
birA,4170661,4171626,+,"Biotin-[acetyl-CoA carboxylase] holoenzyme synthetase, and repressor"
coaA,4171655,4172605,-,Pantothenate kinase
thrU,4172967,4173042,+,Threonine tRNA4
tyrU,4173051,4173135,+,Tyrosine tRNA2
thrT,4173333,4173408,+,Threonine tRNA3
glyT,4173252,4173326,+,"Glycine tRNA2, UGA suppression"
tufB,4173523,4174707,+,"Duplicate gene for EF-Tu subunit; elongation factor, unstable"
secE,4174937,4175320,+,Inner membrane protein involved in protein secretion (with SecY)
nusG,4175322,4175867,+,Stabilizes phage lambda protein N-NusA-RNAP antitermination complex
rplK,4176025,4176453,+,50S ribosomal subunit protein L11; kasugamycin sensitivity
rplA,4176457,4177161,+,50S ribosomal subunit protein L1
rplJ,4177574,4178071,+,50S ribosomal subunit protein L10; streptomycin resistance
rplL,4178138,4178503,+,50S ribosomal subunit protein L7/L12
rpoB,4178823,4182851,+,"RNA polymerase, beta-subunit"
rpoC,4182928,4187151,+,"RNA polymerase, beta'-subunit"
htrC,4187364,4187903,+,"Essential for growth at high temperature, under sigma 32 (heat shock) regulation"
thiH,4188313,4189446,-,Thiamin-thiazole moiety synthesis
thiG,4189443,4190213,-,Thiamin-thiazole moiety synthesis
thiS,4190215,4190415,-,Small protein in thi operon
thiF,4190399,4191154,-,Thiamin-thiazole moiety synthesis
thiE,4191147,4191782,-,Thiamin-thiazole moiety synthesis
thiC,4191782,4193677,-,Hydroxymethylpyrimidine synthesis; thiamin pyridine moiety biosynthesis
rsd,4193910,4194386,-,"Stationary phase protein, binds major sigma-subunit"
yjaD,4194481,4195254,+,Function unknown
hemE,4195294,4196358,+,Uroporphyrinogen decarboxylase
nfi,4196368,4197039,+,"Endonuclease V, specific for single-stranded DNA or duplex DNA with damaged U"
yjaG,4197082,4197672,+,Function unknown
hupA,4197859,4198131,+,"Histone-like protein HU-beta, HU-2"
yjaH,4198144,4198839,+,Function unknown
zra,4198841,4199266,-,Zn-binding periplasmic protein with Zn-dependent expression
hydH,4199504,4200901,+,"Two-component regulation of Hyd-3 activity, sensor kinase"
hydG,4200898,4202223,+,Two-component regulation of Hyd-3 activity
purD,4202220,4203509,-,Phosphoribosylglycinamide synthetase
purH,4203521,4205110,-,Phosphoribosylaminoimidazolecarboxamide formyltransferase
rrsE,4205725,4207266,+,16S RNA of rrnE operon
gltV,4207352,4207427,+,Glutamate tRNA2
rrlE,4207622,4210525,+,23S rRNA of rrnE operon
rrfE,4210619,4210738,+,5S rRNA of rrnE operon
yjaA,4210813,4211196,+,Function unknown
yjaB,4211259,4211702,-,"Temporary names for protein transcribed divergently from a promoter that overlaps the metA promoter, divergent from metA"
metA,4211859,4212788,+,Homoserine transsuccinylase
aceB,4213057,4214658,+,Malate synthase A
aceA,4214688,4215992,+,Isocitrate lyase; acetate utilization
aceK,4216175,4217911,+,Isocitrate dehydrogenase kinase/phosphatase
arpA,4217880,4220066,-,Regulator of acetyl-coenzyme A synthetase gene expression
iclR,4220383,4221207,-,Isocitrate lyase
metH,4221407,4225090,+,B12-dependent homocysteine-N5-methyltetrahydrofolate transmethylase
yjbB,4225310,4226941,+,Function unknown
pepE,4227032,4227721,-,alpha-Aspartyl dipeptidase
yjbC,4227933,4228805,+,Function unknown
yjbD,4228938,4229210,-,Function unknown
lysC,4229463,4230812,-,Aspartokinase III
pgi,4231337,4232986,+,Glucosephosphate isomerase
yjbE,4233485,4233727,+,Function unknown
yjbF,4233841,4234479,+,Function unknown
yjbG,4234476,4235213,+,Function unknown
yjbH,4235213,4237309,+,Function unknown
yjbA,4237904,4238314,+,Function unknown
xylE,4238358,4239833,-,Xylose-proton symport
malG,4240205,4241095,-,"Maltose/maltodextrin transport complex, inner membrane-spanning subunit"
malF,4241110,4242654,-,"Maltose transport complex, inner membrane-spanning subunit"
malE,4242808,4243998,-,"Maltose-binding protein, periplasmic; substrate recognition for transport and chemotaxis"
malK,4244363,4245478,+,"Maltose transport complex, ATP-binding subunit"
lamB,4245550,4246890,+,Phage lambda receptor protein; maltose high-affinity uptake system
malM,4247133,4248053,+,Periplasmic protein
yjbI,4248534,4249862,+,Function unknown
ubiC,4250085,4250582,+,Chorismate lyase
ubiA,4250595,4251467,+,4-Hydroxybenzoate polyprenyltransferase
plsB,4251622,4254045,-,Glycerolphosphate acyltransferase activity
dgkA,4254216,4254584,+,Diglyceride kinase
lexA,4254694,4255302,+,Global regulator (repressor) for SOS regulon
dinF,4255321,4256700,+,"Induced by UV and mitomycin C; SOS, lexA regulon"
yjbJ,4256816,4257025,+,Function unknown
zur,4257067,4257582,-,Regulatory gene for high-affinity transport of zinc
yjbL,4257900,4258154,+,Function unknown
yjbM,4258178,4258885,+,Function unknown
yjbN,4259293,4260285,+,Function unknown
yjbO,4260419,4260661,+,Function unknown
qor,4260827,4261810,-,"Quinone oxidoreductase, NADPH dependent"
dnaB,4261893,4263308,+,DNA biosynthesis; chain elongation
alr,4263361,4264440,+,Alanine racemase
tyrB,4264693,4265886,+,Tyrosine aminotransferase; TyrR regulon
yjbS,4266388,4266591,-,Function unknown
aphA,4266993,4267706,+,"Acid phosphatase/phosphotransferase, class B"
yjbQ,4267817,4268233,+,Function unknown
yjbR,4268237,4268593,+,Function unknown
uvrA,4268628,4271450,-,Excision nuclease subunit A; repair of UV damage to DNA; LexA regulon
ssb,4271704,4272240,+,Single-strand DNA-binding protein; member of lex regulon
yjcB,4272339,4272620,-,Function unknown
yjcC,4273050,4274636,+,Function unknown
soxR,4275048,4275512,+,Regulatory protein of soxRS regulon; induces nine-protein sox regulon when superoxide levels increase
soxS,4274639,4274962,-,Regulatory protein of soxRS regulon; induces nine-protein sox regulon when superoxide levels increase
yjcD,4276058,4277407,+,Function unknown
yjcE,4277559,4279208,+,Function unknown
yjcF,4279362,4280654,-,Function unknown
yjcG,4280832,4282481,-,Function unknown
yjcH,4282478,4282792,-,Function unknown
acs,4282992,4284950,-,"Acetyl CoA synthetase 2 O6-methylguanine-DNA methyltransferase, inducible; DNA repair against methylating and"
nrfA,4285343,4286779,+,Formate-dependent nitrite reduction; tetraheme cytochrome c552
nrfB,4286824,4287390,+,Formate-dependent nitrite reduction; pentaheme cytochrome c formate-dependent
nrfC,4287387,4288058,+,"Formate-dependent nitrite reduction; nonheme FE-S protein, probably transmembrane formate-dependent"
nrfD,4288055,4289011,+,Formate-dependent nitrite reduction; transmembrane protein similar to QOR
nrfE,4289091,4290749,+,Formate-dependent nitrite reduction; membrane protein
nrfF,4290742,4291125,+,Formate-dependent nitrite reduction; periplasmic protein; NrfA/B synthesis?
nrfG,4291122,4291718,+,"Function unknown, required for Nrf pathway"
gltP,4292060,4293373,+,Proton-glutamate-aspartate transport protein
yjcO,4294015,4294704,-,Function unknown
fdhF,4294798,4296945,-,"Formate dehydrogenase-N selenopolypeptide subunit molybdate dependence, part of FHL complex"
yjcP,4297143,4298609,-,Function unknown
yjcQ,4298606,4300657,-,Function unknown
yjcR,4300657,4301688,-,Function unknown
yjcS,4302191,4304176,-,Function unknown
alsK,4304449,4305378,-,Allose kinase
alsE,4305362,4306057,-,Allulose-6-P 3-epimerase
alsC,4306068,4307048,-,"Allose transport, membrane component"
alsA,4307027,4308559,-,Allose transport ABC protein
alsB,4308686,4309621,-,Allose-binding protein
rpiR,4309680,4310570,-,Repressor for als operon and rpiB
rpiB,4310929,4311378,+,Allose-6-P isomerase; ribose P isomerase?
phnP,4311922,4312680,-,Carbon-phosphorus lyase complex membrane-bound subunit (utilization cryptic in K-12)
phnO,4312682,4313116,-,Probably regulatory for C-P lyase complex (phosphonate utilization cryptic in K-12)
phnN,4313103,4313660,-,Carbon-phosphorus lyase complex subunit (phosphonate utilization cryptic in K-12)
phnM,4313660,4314796,-,Carbon-phosphorus lyase complex subunit (phosphonate utilization cryptic in K-12)
phnL,4314793,4315473,-,Carbon-phosphorus lyase complex subunit (phosphonate utilization cryptic in K-12)
phnK,4315584,4316342,-,Carbon-phosphorus lyase complex subunit (phosphonate utilization cryptic in K-12)
phnJ,4316339,4317184,-,Carbon-phosphorus lyase complex subunit (phosphonate utilization cryptic in K-12)
phnI,4317177,4318241,-,Carbon-phosphorus lyase complex subunit (phosphonate utilization cryptic in K-12)
phnH,4318241,4318825,-,Carbon-phosphorus lyase complex subunit (phosphonate utilization cryptic in K-12)
phnG,4318822,4319274,-,Carbon-phosphorus lyase complex subunit (phosphonate utilization cryptic in K-12)
phnF,4319275,4320000,-,"Phosphonate utilization (cryptic in K-12); putative regulatory gene, member of pho regulon"
phnE,4320021,4320859,-,"Phosphonate transporter subunit, integral membrane component (cryptic in K-12)"
phnD,4320914,4321930,-,"Phosphonate transporter subunit, periplasmic (cryptic in K-12)"
phnC,4321955,4322743,-,Phosphonate transporter subunit I (cryptic in K-12); member Pho regulon
yjdN,4322876,4323319,-,Function unknown
yjdM,4323977,4324312,-,Function unknown
yjdA,4324713,4326941,+,Function unknown
yjcZ,4326938,4327816,+,Function unknown
proP,4328080,4329582,+,"Low-affinity transport; proline permease, minor"
basS,4329759,4330850,-,BasRS two-component regulatory system homologous with OmpR-EnvZ family
basR,4330860,4331528,-,BasRS two-component regulatory system homologous with OmpR-EnvZ family
yjdB,4331525,4333168,-,Function unknown
yjdE,4333272,4334609,-,Function unknown
adiY,4334746,4335507,-,Regulates adiA
adiA,4335832,4338102,-,"Arginine decarboxylase, inducible by acid; homology with CadA, SpeC, SpeF"
melR,4338298,4339206,-,Regulatory (activator) gene for melAB operon
melA,4339489,4340844,+,Alpha-galactosidase
melB,4340959,4342368,+,Thiomethylgalactoside permease II
yjdF,4342507,4343136,-,Function unknown
fumB,4343258,4344904,-,"Fumarase B, anaerobic; regulatory gene?"
dcuB,4344982,4346322,-,"C4-dicarboxylate transporter, anaerobic"
dcuR,4346893,4347612,-,C4-dicarboxylate regulation of anaerobic fumurate respiratory system; two-component system response regulator
dcuS,4347609,4349240,-,C4-dicarboxylate regulation of anaerobic fumurate respiratory system; two-component system sensory histidine kinase
yjdI,4349421,4349651,+,Function unknown
yjdJ,4349663,4349935,+,Function unknown
yjdK,4350162,4350458,+,Function unknown
yjdO,4350486,4350659,+,Function unknown
lysU,4350778,4352295,-,"Lysyl tRNA synthetase, inducible"
yjdL,4352532,4353989,-,Function unknown
cadA,4354048,4356195,-,Lysine decarboxylase
cadB,4356275,4357609,-,"Arginine/ornithine antiporter, probably"
cadC,4357974,4359512,-,Regulatory gene
pheU,4360129,4360204,-,Phenylalanine tRNA
yjdC,4360311,4360886,-,Function unknown
dipZ,4360923,4362392,-,Required for disulfide bond formation in some periplasmic proteins; may be involved in cytochrome maturation
cutA,4362596,4362934,-,Copper sensitivity; possible role in cytochrome c maturation; cytochrome c-like
dcuA,4363050,4364351,-,"C4-dicarboxylate transporter, anaerobic"
aspA,4364469,4365905,-,Aspartate ammonia-lyase (aspartase)
fxsA,4366242,4366718,+,Suppresses F exclusion of phage T7
yjeH,4366734,4367990,-,Function unknown
groS,4368266,4368559,+,Chaperone for assembly of enzyme complexes; phage morphogenesis; GroESL small subunit
groL,4368603,4370249,+,Chaperone for assembly of enzyme complexes; phage morphogenesis; GroESL large subunit
yjeI,4370387,4370740,+,Function unknown
yjeJ,4370943,4371812,-,Function unknown
yjeK,4372207,4373235,-,Function unknown
efp,4373277,4373843,+,Elongation factors P and EF-P; prokaryotic
ecnA,4373895,4374020,+,Lipoprotein antidote to bacteriolytic lipoprotein entericidin B
ecnB,4374131,4374277,+,Bacteriolytic lipoprotein entericidin B
sugE,4374453,4374770,+,Suppresses groL mutation and mimics effects of gro overexpression
blc,4374767,4375300,-,"Membrane protein, first prokaryotic lipocalin; cell division and growth, rpoS regulon"
ampC,4375389,4376522,-,Beta-lactamase; penicillin resistance; affects morphology
frdD,4376585,4376944,-,Fumarate reductase membrane anchor polypeptide
frdC,4376955,4377350,-,Fumarate reductase membrane anchor polypeptide
frdB,4377361,4378095,-,Fumarate reductase iron-sulfur protein subunit
frdA,4378088,4379896,-,Fumarate reductase flavoprotein subunit
yjeA,4380221,4381198,+,Function unknown
yjeM,4381417,4382919,+,Function unknown
yjeN,4382971,4383285,+,Function unknown
yjeO,4383282,4383596,+,Function unknown
yjeP,4383625,4386948,-,Function unknown
psd,4386970,4387938,-,Phosphatidylserine decarboxylase
yjeQ,4388035,4389087,-,Function unknown
orn,4389182,4389727,+,3' to 5' oligoribonuclease
glyV,4389938,4390013,+,Glycine tRNA3
glyX,4390050,4390125,+,Glycine tRNA3
glyY,4390161,4390236,+,Glycine tRNA3
yjeF,4391644,4393191,+,Function unknown
yjeS,4390506,4391645,-,Function unknown
yjeE,4393163,4393624,+,Function unknown
amiB,4393643,4394980,+,"Cell wall amidase; overexpression causes lysis, osmotic hypersensitivity, autolysis"
mutL,4394990,4396837,+,Methyl-directed mismatch repair
miaA,4396830,4397780,+,2-methylthio-N6-isopentyladenosine tRNA hypermodification
hfq,4397866,4398174,+,"HF-I, host factor for phage Qbeta"
hflX,4398250,4399530,+,"HflX GTPase, putative"
hflK,4399616,4400875,+,HflA complex cleaves lambda cII; protease
hflC,4400878,4401882,+,HflA complex cleaves lambda cII; protease
yjeT,4401964,4402161,+,Function unknown
purA,4402265,4403563,+,Adenylosuccinate synthetase
yjeB,4403768,4404193,+,Function unknown
rnr,4404232,4406673,+,Exoribonuclease R; homology with Shigella virulence gene vacB
yjfH,4406853,4407584,+,Function unknown
yjfI,4407711,4408112,+,Function unknown
yjfJ,4408131,4408829,+,Function unknown
yjfK,4408880,4409539,+,Function unknown
yjfL,4409557,4409955,+,Function unknown
yjfM,4409965,4410603,+,Function unknown
yjfC,4410606,4411769,+,Function unknown
aidB,4411853,4413478,+,Adaptive response
yjfN,4413595,4413870,-,Function unknown
yjfO,4414019,4414348,-,Function unknown
yjfP,4414530,4415279,+,Function unknown
yjfQ,4415276,4416031,-,Function unknown
yjfR,4416139,4417203,-,Function unknown
sgaT,4417501,4418955,+,Putative sugar transport protein
sgaB,4418971,4419276,+,Putative pentitol phosphotransferase enzyme IIB
sgaA,4419286,4419750,+,Putative pentitol phosphotransferase enzyme IIA
sgaH,4419764,4420414,+,Putative hexulose-6-phosphate synthase
sgaU,4420424,4421278,+,Putative hexulose-6-phosphate isomerase
sgaE,4421278,4421964,+,Putative sugar isomerase
yjfY,4422094,4422369,-,Function unknown
rpsF,4422696,4423091,+,30S ribosomal subunit protein S6
priB,4423098,4423412,+,Primosomal protein n
rpsR,4423417,4423644,+,30S ribosomal subunit protein S18
rplI,4423686,4424135,+,50S ribosomal subunit protein L9
