ID,K-12 gene namea,dN (average),dS (average),HTGb,H-NS bindingc,H-NS binding (excluded genes in which H-NS-bound regions were restricted at the 3' end and length is less than 10% of total gene length)d,Genes included in transcriptional units H-NS bounde,Transcription unit namef
2438,yeaJ,0.001686411,0.035099187,L/N,TRUE,TRUE,TRUE,yeaJ
2439,yoaF,0.007589895,0.026547038,N,FALSE,FALSE,FALSE, 
2440,yebV,0.001027642,0.031929384,L/n,FALSE,FALSE,FALSE, 
2441,holE,0,0.029736121,n,FALSE,FALSE,FALSE, 
2442,yecE,0.007905923,0.053957375,x,FALSE,FALSE,FALSE, 
2443,yecH,0.005995935,0.088264692,L,TRUE,TRUE,TRUE,yecH
2444,uvrY,0.000247619,0.02688374,x,TRUE,TRUE,TRUE,uvrYC
2445,fliA,0.001458304,0.052737979,n,FALSE,FALSE,FALSE, 
2446,fliD,0.129330546,0.142735701,n,FALSE,FALSE,FALSE, 
2447,fliT,0.010512544,0.0627223,x,FALSE,FALSE,FALSE, 
2448,amyA,0.002307549,0.101287456,x,FALSE,FALSE,FALSE, 
2449,yedE,0.001763066,0.06908676,x,FALSE,FALSE,FALSE, 
2450,fliE,0.008203717,0.059351336,l/n,FALSE,FALSE,FALSE, 
2451,fliF,0.002663182,0.043353775,x,FALSE,FALSE,FALSE, 
2452,fliH,0.006449245,0.084580836,x,FALSE,FALSE,FALSE, 
2453,fliI,0.001396051,0.070000465,x,FALSE,FALSE,FALSE, 
2454,fliJ,0.001707666,0.035219861,x,FALSE,FALSE,FALSE, 
2455,fliK,0.012970151,0.060726249,x,FALSE,FALSE,FALSE, 
2456,fliL,0.002356911,0.044209292,x,FALSE,FALSE,FALSE, 
2457,fliM,0.000176655,0.057460279,x,FALSE,FALSE,FALSE, 
2458,fliN,0.005239954,0.080974332,x,FALSE,FALSE,FALSE, 
2459,fliO,0.004226365,0.062589431,x,FALSE,FALSE,FALSE, 
2460,fliP,0.002682462,0.073555401,x,FALSE,FALSE,FALSE, 
2461,fliR,0.003166667,0.064374216,h/l/N,TRUE,TRUE,TRUE,fliLMNOPQR
2462,rcsA,0.002758885,0.020382462,H/L/N,TRUE,TRUE,TRUE,rcsA
2463,yedA,0.001012195,0.063415099,x,FALSE,FALSE,FALSE, 
2464,hchA,0.00723101,0.121281998,h/l/n,TRUE,TRUE,TRUE,hchA
2465,wcaL,0.008455517,0.175197096,x,FALSE,FALSE,FALSE, 
2466,wcaK,0.006664228,0.163512427,l,FALSE,FALSE,FALSE, 
2467,wzxC,0.00509547,0.121909524,L,FALSE,FALSE,TRUE,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
2468,wcaI,0.007285366,0.10058583,x,FALSE,FALSE,TRUE,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
2469,yohN,0.001547967,0.052994774,h/l/N,TRUE,TRUE,TRUE,rcnAB
2470,yehR,0.002225319,0.048846574,x,FALSE,FALSE,FALSE, 
2471,yeiS,0.000511034,0.030333101,L/N,TRUE,TRUE,TRUE,sanA-yeiS
2472,yeiI,0.051389895,0.472917538,x,FALSE,FALSE,TRUE,rihB
2473,setB,0.002078513,0.042652962,x,FALSE,FALSE,FALSE, 
2474,yejG,0.00138583,0.031329036,x,FALSE,FALSE,FALSE, 
2475,yejL,0.002817305,0.004825784,x,FALSE,FALSE,FALSE, 
2476,eco,0.002765854,0.064174448,n,TRUE,TRUE,TRUE,eco
2477,rcsD,0.002187224,0.038198839,x,FALSE,FALSE,FALSE, 
2478,rcsB,9.52E-05,0.047103368,x,FALSE,FALSE,FALSE, 
2479,argT,0.004122648,0.095429733,x,FALSE,FALSE,FALSE, 
2480,yfdY,0.005058304,0.025026597,h/n,TRUE,TRUE,TRUE,yfdY
2481,ypeB,0.003816376,0.040763879,x,FALSE,FALSE,FALSE, 
2482,ypfN,0,0.00598525,x,FALSE,FALSE,TRUE,yffB-dapE-ypfN
2483,csiE,0.004514402,0.055865157,N,FALSE,FALSE,FALSE, 
2484,yphA,0.005145412,0.080249826,N,FALSE,FALSE,FALSE, 
2485,yfiE,0.010806852,0.14039036,N,FALSE,FALSE,FALSE, 
2486,yfiK,0.00669547,0.126811034,n,FALSE,FALSE,FALSE, 
2487,yfjF,0.005529849,0.047745412,h/n,FALSE,FALSE,FALSE, 
2488,nrdH,0.000771429,0.076685947,x,FALSE,FALSE,FALSE, 
2489,emrK,0.003018467,0.076232288,H/L/N,TRUE,TRUE,TRUE,emrKY
2490,yqaB,0.003156562,0.043267131,n,FALSE,FALSE,FALSE, 
2491,pphB,0.034313473,0.262388037,L/N,TRUE,TRUE,TRUE,pphB
2492,ygcG,0.273973287,0.076353099,L/N,TRUE,TRUE,TRUE,ygcG
2493,fucA,0.002619164,0.050431823,N,TRUE,TRUE,TRUE,fucAO
2494,fucP,0.001529036,0.051319861,N,TRUE,TRUE,TRUE,fucPIKUR
2495,ygdR,0,0.008311731,L,FALSE,FALSE,FALSE, 
2496,ygfY,0.000674797,0.034836934,x,FALSE,FALSE,FALSE, 
2497,yqjD,0.000418118,0.040420209,x,FALSE,FALSE,FALSE, 
2498,yhaL,0.005338444,0.042259117,x,FALSE,FALSE,FALSE, 
2499,garP,9.54E-05,0.062511498,x,TRUE,TRUE,TRUE,garPLRK-rnpB
2500,yhbY,0,0,x,FALSE,FALSE,FALSE, 
2501,yrbB,0.004475726,0.047392799,N,FALSE,FALSE,FALSE, 
2502,yhcB,0.000157143,0.019575494,n,FALSE,FALSE,FALSE, 
2503,yhdU,0.002151452,0.011813821,L/N,TRUE,TRUE,TRUE,yhdU
2504,yhdV,0.002455517,0.05425482,x,TRUE,TRUE,TRUE,yhdV
2505,yrdD,0.004357143,0.037510569,N,FALSE,FALSE,FALSE, 
2506,slyX,0,0.028502439,x,FALSE,FALSE,FALSE, 
2507,yheU,0.001059233,0.01138223,x,FALSE,FALSE,FALSE, 
2508,feoA,0.000557491,0.010645993,x,TRUE,TRUE,TRUE,feoABC
2509,yhgG,0.007677236,0.205187921,n,FALSE,FALSE,TRUE,feoABC
2510,yhhL,0.000880372,0.054004181,n,FALSE,FALSE,FALSE, 
2511,yhiM,0.029963415,0.61592741,L/N,TRUE,TRUE,TRUE,yhiM
2512,bcsG,0.004340418,0.04540813,x,FALSE,FALSE,TRUE,bcsEFG
2513,yhjY,0.003825319,0.032494774,n,FALSE,FALSE,FALSE, 
2514,yiaB,0.012212195,0.086408014,H/L/N,TRUE,TRUE,TRUE,yiaB
2515,ulaD,0.003496051,0.12402439,x,FALSE,FALSE,TRUE,ulaABCDEF
2516,yibF,0.000861092,0.040129733,l/n,TRUE,TRUE,TRUE,yibF
2517,yibH,0.001101278,0.052702787,l/n,TRUE,TRUE,TRUE,yibIH
2518,rfaJ,0.335254472,0.031127401,H/L/N,TRUE,TRUE,TRUE,waaY-rfaZ
2519,ade,0.003921719,0.084560395,x,TRUE,TRUE,TRUE,ade
2520,yieH,0.05187619,0.577310105,l/n,FALSE,FALSE,FALSE, 
2521,atpA,4.29E-05,0.02821928,x,FALSE,FALSE,TRUE,atpIBEFHAGDC
2522,gidB,0.000665854,0.059824739,n,TRUE,TRUE,TRUE,mnmG-rsmG
2523,rbsB,0.000580139,0.034212544,x,FALSE,FALSE,FALSE, 
2524,rbsK,0.002059582,0.037072358,x,FALSE,FALSE,FALSE, 
2525,yifL,0.001680836,0.027963531,n,FALSE,FALSE,FALSE, 
2526,yigM,0.001295238,0.072588966,x,FALSE,FALSE,FALSE, 
2527,yiiE,0.026627178,0.135825436,L/N,TRUE,TRUE,TRUE,yiiE
2528,frwC,0.002164111,0.110120325,x,FALSE,FALSE,FALSE, 
2529,btuB,0.054354472,0.130145119,x,FALSE,FALSE,FALSE, 
2530,rplL,0.00017619,0.007408595,x,FALSE,FALSE,FALSE, 
2531,zraR,0.005719744,0.102272125,x,FALSE,FALSE,FALSE, 
2532,ycjP,0.003912311,0.113868757,L,FALSE,FALSE,TRUE,ycjMNOPQRSTUV-ymjB
2533,yjbJ,0.020688269,0.143971312,x,FALSE,FALSE,FALSE, 
2534,yjbO,0.014310105,0.104164228,N,FALSE,FALSE,FALSE, 
2535,phnE,0.029108595,0.141750407,h/L/N,FALSE,FALSE,FALSE, 
2536,phnA,0.000180952,0.019439489,L,TRUE,TRUE,TRUE,yjdM
2537,dcuS,0.001413589,0.05307712,n,FALSE,FALSE,TRUE,dcuSR
2538,yjdI,0.015137631,0.047292451,l/N,TRUE,TRUE,TRUE,yjdIJ
2539,yjdJ,0.002384437,0.045518235,L/n,TRUE,TRUE,TRUE,yjdIJ
2540,fxsA,0.003804413,0.072155981,x,TRUE,TRUE,TRUE,fxsA
2541,yjeT,0.001875958,0.00914158,x,FALSE,FALSE,FALSE, 
2542,ulaB,0.005722997,0.110711963,x,FALSE,FALSE,TRUE,ulaABCDEF
2543,ulaC,0.011342857,0.231299768,x,FALSE,FALSE,TRUE,ulaABCDEF
2544,ytfK,0,0.015314518,x,FALSE,FALSE,FALSE, 
2545,ytfP,0.000219048,0.018510918,l/n,FALSE,FALSE,FALSE, 
2546,yjiD,0.058720209,0.297431475,l/N,TRUE,TRUE,TRUE,iraD
2547,yjiH,0.002364692,0.118535656,n,FALSE,FALSE,FALSE, 
2548,yjiK,0.037936237,0.415935656,L/N,TRUE,TRUE,TRUE,yjiK
2549,yjjM,0.0403259,0.628840534,N,TRUE,TRUE,TRUE,yjjM
2550,yjjQ,0.002078978,0.014362021,L/N,TRUE,TRUE,TRUE,yjjQ-bglJ
2551,yjjZ,0.014378746,0.048426597,n,FALSE,FALSE,FALSE, 
2552,deoA,0.001172938,0.068992799,x,FALSE,FALSE,FALSE, 
2553,creD,0.007049826,0.054239721,x,FALSE,FALSE,FALSE, 
2554,cspH,0.003612311,0.043601742,H/N,TRUE,TRUE,TRUE,cspH
2555,ycjR,0.005063066,0.128378397,x,FALSE,FALSE,TRUE,ycjMNOPQRSTUV-ymjB
2556,ycjW,0.011110337,0.170672706,L,TRUE,TRUE,TRUE,ycjW
2557,ydcF,0.005279326,0.06939489,N,FALSE,FALSE,FALSE, 
2558,ydgG,0.002470964,0.060295819,h,TRUE,TRUE,TRUE,tqsA
2559,xdhD,0.001588153,0.071242973,n,FALSE,FALSE,FALSE, 
2560,garD,0.002554472,0.063251452,l/n,TRUE,TRUE,TRUE,garD
2561,yjfJ,0.002180604,0.045762253,h/l/n,TRUE,TRUE,TRUE,yjfIJ
2562,yjfM,0.016739141,0.11603403,l/N,TRUE,TRUE,TRUE,yjfKLMC
2563,ulaG,0.002663763,0.21841266,x,FALSE,FALSE,TRUE,ulaG
2564,ytfR,0.004708362,0.127864808,x,FALSE,FALSE,FALSE, 
2565,ykfJ,0.025179268,0.111882561,h/l/N,TRUE,TRUE,FALSE, 
2566,prfH,0.006893171,0.128059634,n,FALSE,FALSE,FALSE, 
2567,ykgK,0.005695732,0.04896439,N,TRUE,TRUE,TRUE,matA
2568,ykgM,0.000734146,0.052663902,H/l/n,TRUE,TRUE,TRUE,ykgMO
2569,yahK,0.005936707,0.051210976,l/n,TRUE,TRUE,TRUE,yahK
2570,yahN,0.004599512,0.05575561,L/N,TRUE,TRUE,TRUE,yahN
2571,tauC,0.007807683,0.071547683,x,FALSE,FALSE,TRUE,tauABCD
2572,ybcJ,0.001199024,0.041730732,n,FALSE,FALSE,FALSE, 
2573,ybdO,0.03680378,0.038795074,L/N,TRUE,TRUE,TRUE,ybdO
2574,citD,0.000437561,0.01254878,x,FALSE,FALSE,TRUE,citCDEFXG
2575,crcA,0.009170122,0.081496951,N,TRUE,TRUE,TRUE,pagP
2576,cspE,0,0.002108171,n,FALSE,FALSE,FALSE, 
2577,ybeM,0.002194268,0.045956341,x,FALSE,FALSE,FALSE, 
2578,ybfA,0.007307561,0.041392195,l/n,FALSE,FALSE,FALSE, 
2579,ybiI,0.005284512,0.072693659,x,FALSE,FALSE,FALSE, 
2580,ycaI,0.012116098,0.070400976,N,FALSE,FALSE,FALSE, 
2581,ycdG,0.005186585,0.100726463,n,FALSE,FALSE,FALSE, 
2582,ycgK,0.004525976,0.04045061,L/N,TRUE,TRUE,TRUE,pliG
2583,ymgE,0.004645,0.074444024,l/n,FALSE,FALSE,FALSE, 
2584,gmr,0.004740854,0.055267561,x,TRUE,FALSE,TRUE,gmr
2585,ydcH,0.007403659,0.007430854,N,FALSE,FALSE,FALSE, 
2586,yncJ,0,0.02706561,N,FALSE,FALSE,FALSE, 
2587,ydcX,0.011427073,0.041027683,N,TRUE,TRUE,TRUE,ydcX
2588,ydcY,0.000834146,0.07198622,n,FALSE,FALSE,FALSE, 
2589,ansP,0.001793415,0.066469512,x,FALSE,FALSE,TRUE,yncG
2590,yddH,0.009170244,0.197774512,H/l/n,TRUE,TRUE,TRUE,yddH
2591,nhoA,0.020289756,0.074726585,h,FALSE,FALSE,FALSE, 
2592,yddE,0.015724146,0.161110732,x,FALSE,FALSE,FALSE, 
2593,pqqL,0.006428902,0.040330122,H,TRUE,TRUE,TRUE,pqqL
2594,ydeN,0.001414756,0.057347317,H/L/N,TRUE,TRUE,TRUE,ydeN
2595,ydeQ,0.008221341,0.067595122,H/L/N,TRUE,TRUE,TRUE,ydeQ
2596,ydfZ,0,0.011525122,x,FALSE,FALSE,FALSE, 
2597,ydfI,0.008304268,0.073316585,x,TRUE,TRUE,TRUE,ydfI
2598,ynfG,0.000512195,0.042566098,N,FALSE,FALSE,FALSE, 
2599,ydhV,0.00186,0.064665732,n,TRUE,TRUE,TRUE,ydhYVW
2600,ydiF,0.005616098,0.064447195,x,TRUE,TRUE,TRUE,ydiFO
2601,rpmI,0.000336585,0.002000976,n,FALSE,FALSE,TRUE,thrS-infC-rpmI-rplT-pheMST-ihfA
2602,ydjF,0.001589268,0.024319146,L/N,TRUE,TRUE,TRUE,ydjF
2603,ydjH,0.00683878,0.049740976,L/N,TRUE,TRUE,TRUE,ydjLKJIHG
2604,ydjI,0.003569512,0.053897927,L/n,TRUE,TRUE,TRUE,ydjLKJIHG
2605,ydjL,0.001522683,0.04893061,x,FALSE,FALSE,FALSE, 
2606,yeaQ,0,0.040561463,N,TRUE,TRUE,TRUE,yeaQ
2607,cspC,0.000302439,0.039569878,l/N,TRUE,TRUE,TRUE,cspC
2608,sdiA,0.005775488,0.061996585,N,TRUE,TRUE,TRUE,sdiA
2609,yecC,0.003357439,0.084344756,n,TRUE,TRUE,FALSE, 
2610,fliY,0.002363293,0.061632927,n,FALSE,FALSE,FALSE, 
2611,fliS,0.004854024,0.074465,x,FALSE,FALSE,FALSE, 
2612,yedD,0,0.031906707,x,FALSE,FALSE,TRUE,yedK
2613,fliG,0.000126951,0.043465122,x,FALSE,FALSE,FALSE, 
2614,fliQ,0.000726585,0.083829024,n,FALSE,FALSE,FALSE, 
2615,yedP,0.00969378,0.06399,x,FALSE,FALSE,FALSE, 
2616,vsr,0.007038293,0.083664634,x,FALSE,FALSE,FALSE, 
2617,yedJ,0.012207073,0.074169634,n,FALSE,FALSE,TRUE,yedRJ
2618,gatC,0.00469061,0.074872073,l/n,TRUE,TRUE,TRUE,gatZABCD
2619,gatA,0.013468537,0.035355976,H/L/N,TRUE,TRUE,TRUE,gatZABCD
2620,yohL,0.000477927,0.05021561,n,FALSE,FALSE,FALSE, 
2621,yohM,0.003561707,0.07899439,N,TRUE,FALSE,FALSE, 
2622,yehA,0.183291098,0.053134844,H/L/N,TRUE,TRUE,TRUE,yehA
2623,yehP,0.007742195,0.115674756,x,FALSE,FALSE,TRUE,yehLMPQ
2624,mlrA,0.004257805,0.058580122,x,FALSE,FALSE,FALSE, 
2625,yfaA,0.009532561,0.091062683,n,FALSE,FALSE,FALSE, 
2626,yfgF,0.003301341,0.059387927,N,TRUE,TRUE,TRUE,yfgF
2627,yphC,0.002577195,0.180190732,x,FALSE,FALSE,FALSE, 
2628,ycjU,0.012590732,0.124482317,x,FALSE,FALSE,TRUE,ycjMNOPQRSTUV-ymjB
2629,yqcE,0.005336098,0.088789024,x,TRUE,TRUE,TRUE,yqcE-ygcE
2630,gudX,0.003615244,0.091997561,x,FALSE,FALSE,FALSE, 
2631,yrdB,0.00653561,0.123691585,N,FALSE,FALSE,FALSE, 
2632,gspO,0.12927561,0.03997775,N,FALSE,FALSE,TRUE,gspCDEFGHIJKLMO
2633,bfd,0.045027073,0.03368775,N,TRUE,TRUE,TRUE,bfd-bfr
2634,yrfA,0.00836878,0.032607561,N,FALSE,FALSE,FALSE, 
2635,bcsF,0.000712195,0.00537878,x,FALSE,FALSE,TRUE,bcsEFG
2636,xylG,0.00176061,0.047155244,x,TRUE,TRUE,TRUE,xylFGHR
2637,rbsR,0.00098622,0.047710122,x,FALSE,FALSE,FALSE, 
2638,rhaT,0.003867927,0.076386341,x,FALSE,FALSE,FALSE, 
2639,rpmE,0,0.004246951,N,FALSE,FALSE,FALSE, 
2640,cadC,0.003589878,0.035765732,L/N,TRUE,TRUE,TRUE,cadC
2641,yjfF,0.003914634,0.135827805,x,FALSE,FALSE,FALSE, 
2642,yjhT,0.009013902,0.139848659,L/N,TRUE,TRUE,TRUE, CM
2643,yjiJ,0.026887073,0.303859024,l/N,FALSE,FALSE,TRUE,yjiJ
2644,ycjO,0.002386585,0.096515,L,FALSE,FALSE,TRUE,ycjMNOPQRSTUV-ymjB
2645,ycjS,0.004301341,0.07837939,x,FALSE,FALSE,TRUE,ycjMNOPQRSTUV-ymjB
2646,ycjV,0.003646463,0.106100244,x,TRUE,TRUE,FALSE, 
2647,ompG,0.004546341,0.080866707,l,TRUE,TRUE,TRUE,ompG
2648,ynbE,0.016683902,0.335914342,h/L,TRUE,TRUE,TRUE,ydbH-ynbE-ydbL
2649,ydhZ,0,0.012424146,n,TRUE,TRUE,TRUE,ydhZ
2650,yehL,0.004432561,0.112701341,x,TRUE,TRUE,TRUE,yehLMPQ
2651,yqaE,0,0.030181829,x,TRUE,TRUE,TRUE,yqaE
2652,rpmA,0.000765854,0.005993659,n,FALSE,FALSE,FALSE, 
2653,rplU,0,0.003559756,N,FALSE,FALSE,FALSE, 
2654,yaeP,0.001917949,0,x,FALSE,FALSE,FALSE, 
2655,yagY,0.004998205,0.047921154,x,FALSE,FALSE,FALSE, 
2656,yahC,0.017502821,0.150720641,h/l/N,TRUE,TRUE,TRUE,yahC
2657,prpR,0.011061795,0.116787821,l,TRUE,FALSE,TRUE,prpR
2658,allB,0.008558333,0.102518462,n,TRUE,TRUE,TRUE,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK
2659,ybdD,0.000643077,0.033800897,h,FALSE,FALSE,FALSE, 
2660,ybhD,0.000517051,0.06302141,l/N,TRUE,TRUE,TRUE,ybhD
2661,iaaA,0.004494103,0.034517436,x,FALSE,FALSE,FALSE, 
2662,phoH,0.001785,0.034011538,h/l/N,TRUE,TRUE,TRUE,phoH
2663,treA,0.005777051,0.062922308,l/n,TRUE,TRUE,TRUE,treA
2664,ycjY,0.008528462,0.030991923,l/n,FALSE,FALSE,FALSE, 
2665,ompN,0.007431923,0.081338974,x,TRUE,TRUE,TRUE,ompN
2666,ydcA,0.008279872,0.036484231,L/N,FALSE,FALSE,FALSE, 
2667,rimL,0.005678462,0.077514744,N,FALSE,FALSE,FALSE, 
2668,yncC,0,0,H/N,TRUE,TRUE,TRUE,mcbR
2669,yncD,0.006775897,0.094500385,h/n,TRUE,TRUE,TRUE,yncD
2670,fimH,0.005846923,0.059192692,L/N,FALSE,FALSE,TRUE,fimAICDFGH
2671,uidC,0.001779744,0.042172564,N,TRUE,TRUE,TRUE,uidC
2672,ydjK,0.00446,0.053504103,l,TRUE,TRUE,TRUE,ydjLKJIHG
2673,yeaR,0.001957564,0.033310641,N,TRUE,TRUE,TRUE,yeaR-yoaG
2674,yoaH,0.000739359,0.040193846,l/n,FALSE,FALSE,FALSE, 
2675,araH,0.001265128,0.069529103,x,FALSE,FALSE,TRUE,araFGH
2676,yecR,0.010593077,0.050055,N,TRUE,TRUE,TRUE,yecR
2677,yedO,0.002822949,0.058379615,x,FALSE,FALSE,FALSE, 
2678,fliZ,0.012293205,0.034787051,N,FALSE,FALSE,FALSE, 
2679,yedF,0.001111154,0.055213462,l,FALSE,FALSE,FALSE, 
2680,dsrB,0,0.01220859,h/l/n,TRUE,TRUE,TRUE,dsrB
2681,yodD,0,0.002130897,x,FALSE,FALSE,FALSE, 
2682,gatD,0.006950769,0.065354872,l/N,TRUE,TRUE,TRUE,gatZABCD
2683,gatB,0.015901538,0.059450385,h/L/n,TRUE,TRUE,TRUE,gatZABCD
2684,yehD,0.02548141,0.292169583,H/L/N,TRUE,TRUE,TRUE,yehDCBA
2685,yeiQ,0.00666641,0.060042436,n,FALSE,FALSE,FALSE, 
2686,yfeR,0.002243077,0.034981154,x,FALSE,FALSE,FALSE, 
2687,yfgJ,0.134841667,0.045667609,L/N,TRUE,FALSE,FALSE, 
2688,barA,0.000391795,0.050984103,x,TRUE,TRUE,TRUE,barA
2689,yliK,0.055168462,0.112837949,x,TRUE,FALSE,TRUE,scpA-argK-scpBC
2690,agaC,0.000887436,0.042820385,x,TRUE,TRUE,TRUE,agaS-kbaY-agaBCDI
2691,agaI,0.015104359,0.101933333,l/n,FALSE,FALSE,TRUE,agaS-kbaY-agaBCDI
2692,yheV,0.00065641,0.085541026,x,FALSE,FALSE,FALSE, 
2693,yhgA,0.036370769,0.165440128,N,FALSE,FALSE,FALSE, 
2694,yhjR,0.0057,0,L,TRUE,TRUE,TRUE,yhjR
2695,yidL,0.006577179,0.060646667,N,TRUE,TRUE,TRUE,yidL
2696,yjhA,0.000569103,0.013758974,L/N,TRUE,TRUE,TRUE, C
2697,ytjA,0,0.010826667,x,FALSE,FALSE,FALSE, 
2698,potE,0.003473333,0.100836538,l/n,FALSE,FALSE,TRUE,speF-potE
2699,rpmF,0,0,n,FALSE,FALSE,FALSE, 
2700,ycjT,0.013377051,0.116118462,x,FALSE,FALSE,TRUE,ycjMNOPQRSTUV-ymjB
2701,yoaG,0.046506667,0.049615128,n,FALSE,FALSE,TRUE,yeaR-yoaG
