qseqid	sseqid	A_gene	B_gene
sp|P76340|HPRR_ECOLI	sp|P76340|HPRR_ECOLI	hprR	hprR
sp|P76341|HIUH_ECOLI	sp|P76341|HIUH_ECOLI	hiuH	hiuH
sp|P76342|MSRP_ECOLI	sp|P76342|MSRP_ECOLI	msrP	msrP
sp|P76343|MSRQ_ECOLI	sp|P76343|MSRQ_ECOLI	msrQ	msrQ
sp|P76344|ZINT_ECOLI	sp|P76344|ZINT_ECOLI	zinT	zinT
sp|P76345|C56H_ECOLI	sp|P76345|C56H_ECOLI	yodB	yodB
sp|P76346|MTFA_ECOLI	sp|P76346|MTFA_ECOLI	mtfA	mtfA
sp|P76347|YEEJ_ECOLI	sp|P76347|YEEJ_ECOLI	yeeJ	yeeJ
sp|P76350|SHIA_ECOLI	sp|P76350|SHIA_ECOLI	shiA	shiA
sp|P76352|YEEO_ECOLI	sp|P76352|YEEO_ECOLI	yeeO	yeeO
sp|P76356|YOEA_ECOLI	sp|P76356|YOEA_ECOLI	yoeA	yoeA
sp|P76359|YEEP_ECOLI	sp|P76359|YEEP_ECOLI	yeeP	yeeP
sp|P76361|YEER_ECOLI	sp|P76361|YEER_ECOLI	yeeR	yeeR
sp|P76362|YEES_ECOLI	sp|P76362|YEES_ECOLI	yeeS	yeeS
sp|P76364|CBEA_ECOLI	sp|P76364|CBEA_ECOLI	cbeA	cbeA
sp|P76369|YEEY_ECOLI	sp|P76369|YEEY_ECOLI	yeeY	yeeY
sp|P76372|WZZB_ECOLI	sp|P76372|WZZB_ECOLI	wzzB	wzzB
sp|P76373|UDG_ECOLI	sp|P76373|UDG_ECOLI	ugd	ugd
sp|P76387|WZC_ECOLI	sp|P76387|WZC_ECOLI	wzc	wzc
sp|P76389|YEGH_ECOLI	sp|P76389|YEGH_ECOLI	yegH	yegH
sp|P76393|YEGI_ECOLI	sp|P76393|YEGI_ECOLI	yegI	yegI
sp|P76394|YEGJ_ECOLI	sp|P76394|YEGJ_ECOLI	yegJ	yegJ
sp|P76395|PRP3_ECOLI	sp|P76395|PRP3_ECOLI	pphC	pphC
sp|P76396|YEGL_ECOLI	sp|P76396|YEGL_ECOLI	yegL	yegL
sp|P76397|MDTA_ECOLI	sp|P76397|MDTA_ECOLI	mdtA	mdtA
sp|P76398|MDTB_ECOLI	sp|P76398|MDTB_ECOLI	mdtB	mdtB
sp|P76399|MDTC_ECOLI	sp|P76399|MDTC_ECOLI	mdtC	mdtC
sp|P76402|YEGP_ECOLI	sp|P76402|YEGP_ECOLI	yegP	yegP
sp|P76403|YEGQ_ECOLI	sp|P76403|YEGQ_ECOLI	yegQ	yegQ
sp|P76406|YEGR_ECOLI	sp|P76406|YEGR_ECOLI	yegR	yegR
sp|P76407|YEGS_ECOLI	sp|P76407|YEGS_ECOLI	yegS	yegS
sp|P76417|YEGT_ECOLI	sp|P76417|YEGT_ECOLI	yegT	yegT
sp|P76418|YEGU_ECOLI	sp|P76418|YEGU_ECOLI	yegU	yegU
sp|P76419|YEGV_ECOLI	sp|P76419|YEGV_ECOLI	yegV	yegV
sp|P76421|YEGX_ECOLI	sp|P76421|YEGX_ECOLI	yegX	yegX
sp|P76422|THID_ECOLI	sp|P76422|THID_ECOLI	thiD	thiD
sp|P76423|THIM_ECOLI	sp|P76423|THIM_ECOLI	thiM	thiM
sp|P76425|RCNA_ECOLI	sp|P76425|RCNA_ECOLI	rcnA	rcnA
sp|P76440|PRET_ECOLI	sp|P76440|PRET_ECOLI	preT	preT
sp|P76445|LPXT_ECOLI	sp|P76445|LPXT_ECOLI	lpxT	lpxT
sp|P76446|PDEN_ECOLI	sp|P76446|PDEN_ECOLI	pdeN	pdeN
sp|P76458|ATOD_ECOLI	sp|P76458|ATOD_ECOLI	atoD	atoD
sp|P76459|ATOA_ECOLI	sp|P76459|ATOA_ECOLI	atoA	atoA
sp|P76460|ATOE_ECOLI	sp|P76460|ATOE_ECOLI	atoE	atoE
sp|P76461|ATOB_ECOLI	sp|P76461|ATOB_ECOLI	atoB	atoB
sp|P76462|YFAP_ECOLI	sp|P76462|YFAP_ECOLI	yfaP	yfaP
sp|P76463|YFAQ_ECOLI	sp|P76463|YFAQ_ECOLI	yfaQ	yfaQ
sp|P76464|A2MGH_ECOLI	sp|P76464|A2MGH_ECOLI	yfaS	yfaS
sp|P76466|YFAT_ECOLI	sp|P76466|YFAT_ECOLI	yfaT	yfaT
sp|P76469|RHMA_ECOLI	sp|P76469|RHMA_ECOLI	rhmA	rhmA
sp|P76470|RHMT_ECOLI	sp|P76470|RHMT_ECOLI	rhmT	rhmT
sp|P76471|YFAZ_ECOLI	sp|P76471|YFAZ_ECOLI	yfaZ	yfaZ
sp|P76472|ARND_ECOLI	sp|P76472|ARND_ECOLI	arnD	arnD
sp|P76473|ARNT_ECOLI	sp|P76473|ARNT_ECOLI	arnT	arnT
sp|P76474|ARNF_ECOLI	sp|P76474|ARNF_ECOLI	arnF	arnF
sp|P76481|YFBK_ECOLI	sp|P76481|YFBK_ECOLI	yfbK	yfbK
sp|P76482|YFBL_ECOLI	sp|P76482|YFBL_ECOLI	yfbL	yfbL
sp|P76483|YFBM_ECOLI	sp|P76483|YFBM_ECOLI	yfbM	yfbM
sp|P76484|YFBN_ECOLI	sp|P76484|YFBN_ECOLI	yfbN	yfbN
sp|P76485|YFBO_ECOLI	sp|P76485|YFBO_ECOLI	yfbO	yfbO
sp|P76486|YFBP_ECOLI	sp|P76486|YFBP_ECOLI	yfbP	yfbP
sp|P76491|5DNU_ECOLI	sp|P76491|5DNU_ECOLI	yfbR	yfbR
sp|P76498|YFCO_ECOLI	sp|P76498|YFCO_ECOLI	yfcO	yfcO
sp|P76499|YFCP_ECOLI	sp|P76499|YFCP_ECOLI	yfcP	yfcP
sp|P76500|YFCQ_ECOLI	sp|P76500|YFCQ_ECOLI	yfcQ	yfcQ
sp|P76501|YFCR_ECOLI	sp|P76501|YFCR_ECOLI	yfcR	yfcR
sp|P76502|SIXA_ECOLI	sp|P76502|SIXA_ECOLI	sixA	sixA
sp|P76503|FADI_ECOLI	sp|P76503|FADI_ECOLI	fadI	fadI
sp|P76505|YFDF_ECOLI	sp|P76505|YFDF_ECOLI	yfdF	yfdF
sp|P76506|MLAA_ECOLI	sp|P76506|MLAA_ECOLI	mlaA	mlaA
sp|P76507|YFDI_ECOLI	sp|P76507|YFDI_ECOLI	yfdI	yfdI
sp|P76508|YFDL_ECOLI	sp|P76508|YFDL_ECOLI	yfdL	yfdL
sp|P76509|YFDM_ECOLI	sp|P76509|YFDM_ECOLI	yfdM	yfdM
sp|P76510|YFDN_ECOLI	sp|P76510|YFDN_ECOLI	yfdN	yfdN
sp|P76512|YFDP_ECOLI	sp|P76512|YFDP_ECOLI	yfdP	yfdP
sp|P76513|YFDQ_ECOLI	sp|P76513|YFDQ_ECOLI	yfdQ	yfdQ
sp|P76514|YFDR_ECOLI	sp|P76514|YFDR_ECOLI	yfdR	yfdR
sp|P76515|YFDS_ECOLI	sp|P76515|YFDS_ECOLI	yfdS	yfdS
sp|P76516|YFDT_ECOLI	sp|P76516|YFDT_ECOLI	yfdT	yfdT
sp|P76518|ACOCT_ECOLI	sp|P76518|ACOCT_ECOLI	yfdE	yfdE
sp|P76520|YFDX_ECOLI	sp|P76520|YFDX_ECOLI	yfdX	yfdX
sp|P76521|YFDY_ECOLI	sp|P76521|YFDY_ECOLI	yfdY	yfdY
sp|P76524|YPDF_ECOLI	sp|P76524|YPDF_ECOLI	ypdF	ypdF
sp|P76535|MURQ_ECOLI	sp|P76535|MURQ_ECOLI	murQ	murQ
sp|P76536|YFEX_ECOLI	sp|P76536|YFEX_ECOLI	yfeX	yfeX
sp|P76537|YFEY_ECOLI	sp|P76537|YFEY_ECOLI	yfeY	yfeY
sp|P76538|YFEZ_ECOLI	sp|P76538|YFEZ_ECOLI	yfeZ	yfeZ
sp|P76539|YPEA_ECOLI	sp|P76539|YPEA_ECOLI	ypeA	ypeA
sp|P76540|EUTK_ECOLI	sp|P76540|EUTK_ECOLI	eutK	eutK
sp|P76541|EUTL_ECOLI	sp|P76541|EUTL_ECOLI	eutL	eutL
sp|P76551|EUTA_ECOLI	sp|P76551|EUTA_ECOLI	eutA	eutA
sp|P76552|EUTH_ECOLI	sp|P76552|EUTH_ECOLI	eutH	eutH
sp|P76553|EUTG_ECOLI	sp|P76553|EUTG_ECOLI	eutG	eutG
sp|P76555|EUTQ_ECOLI	sp|P76555|EUTQ_ECOLI	eutQ	eutQ
sp|P76556|EUTP_ECOLI	sp|P76556|EUTP_ECOLI	eutP	eutP
sp|P76558|MAO2_ECOLI	sp|P76558|MAO2_ECOLI	maeB	maeB
sp|P76559|YPFG_ECOLI	sp|P76559|YPFG_ECOLI	ypfG	ypfG
sp|P76561|YPFH_ECOLI	sp|P76561|YPFH_ECOLI	ypfH	ypfH
sp|P76562|TMCA_ECOLI	sp|P76562|TMCA_ECOLI	tmcA	tmcA
sp|P76569|YFGD_ECOLI	sp|P76569|YFGD_ECOLI	yfgD	yfgD
sp|P76573|YFGI_ECOLI	sp|P76573|YFGI_ECOLI	yfgI	yfgI
sp|P76575|YFGJ_ECOLI	sp|P76575|YFGJ_ECOLI	yfgJ	yfgJ
sp|P76576|YFGM_ECOLI	sp|P76576|YFGM_ECOLI	yfgM	yfgM
sp|P76577|PBPC_ECOLI	sp|P76577|PBPC_ECOLI	pbpC	pbpC
sp|P76578|A2MG_ECOLI	sp|P76578|A2MG_ECOLI	yfhM	yfhM
sp|P76584|YPHB_ECOLI	sp|P76584|YPHB_ECOLI	yphB	yphB
sp|P76585|YPHG_ECOLI	sp|P76585|YPHG_ECOLI	yphG	yphG
sp|P76586|YPHH_ECOLI	sp|P76586|YPHH_ECOLI	yphH	yphH
sp|P76594|LYSAC_ECOLI	sp|P76594|LYSAC_ECOLI	patZ	patZ
sp|P76611|PINH_ECOLI	sp|P76611|PINH_ECOLI	pinH	pinH
sp|P76612|YPJB_ECOLI	sp|P76612|YPJB_ECOLI	ypjB	ypjB
sp|P76613|YPJC_ECOLI	sp|P76613|YPJC_ECOLI	ypjC	ypjC
sp|P76616|YGAQ_ECOLI	sp|P76616|YGAQ_ECOLI	ygaQ	ygaQ
sp|P76621|GLAH_ECOLI	sp|P76621|GLAH_ECOLI	glaH	glaH
sp|P76628|YGAY_ECOLI	sp|P76628|YGAY_ECOLI	ygaY	ygaY
sp|P76630|YGAZ_ECOLI	sp|P76630|YGAZ_ECOLI	ygaZ	ygaZ
sp|P76632|CSE2_ECOLI	sp|P76632|CSE2_ECOLI	casB	casB
sp|P76633|YGCW_ECOLI	sp|P76633|YGCW_ECOLI	ygcW	ygcW
sp|P76639|YGEH_ECOLI	sp|P76639|YGEH_ECOLI	ygeH	ygeH
sp|P76641|GUAD_ECOLI	sp|P76641|GUAD_ECOLI	guaD	guaD
sp|P76655|YQIG_ECOLI	sp|P76655|YQIG_ECOLI	yqiG	yqiG
sp|P76656|YQII_ECOLI	sp|P76656|YQII_ECOLI	yqiI	yqiI
sp|P76657|YQIJ_ECOLI	sp|P76657|YQIJ_ECOLI	yqiJ	yqiJ
sp|P76658|HLDE_ECOLI	sp|P76658|HLDE_ECOLI	hldE	hldE
sp|P76692|YZGL_ECOLI	sp|P76692|YZGL_ECOLI	yzgL	yzgL
sp|P76773|OMPL_ECOLI	sp|P76773|OMPL_ECOLI	ompL	ompL
sp|P76909|YNJD_ECOLI	sp|P76909|YNJD_ECOLI	ynjD	ynjD
sp|P76938|EPMC_ECOLI	sp|P76938|EPMC_ECOLI	epmC	epmC
sp|P77031|YQCE_ECOLI	sp|P77031|YQCE_ECOLI	yqcE	yqcE
sp|P77044|MHPC_ECOLI	sp|P77044|MHPC_ECOLI	mhpC	mhpC
sp|P77087|TFAX_ECOLI	sp|P77087|TFAX_ECOLI	tfaX	tfaX
sp|P77091|HOKE_ECOLI	sp|P77091|HOKE_ECOLI	hokE	hokE
sp|P77136|YQEK_ECOLI	sp|P77136|YQEK_ECOLI	yqeK	yqeK
sp|P77147|YDHT_ECOLI	sp|P77147|YDHT_ECOLI	ydhT	ydhT
sp|P77148|YDHS_ECOLI	sp|P77148|YDHS_ECOLI	ydhS	ydhS
sp|P77150|PDXY_ECOLI	sp|P77150|PDXY_ECOLI	pdxY	pdxY
sp|P77154|KOJP_ECOLI	sp|P77154|KOJP_ECOLI	ycjT	ycjT
sp|P77156|YDCU_ECOLI	sp|P77156|YDCU_ECOLI	ydcU	ydcU
sp|P77161|GLXR_ECOLI	sp|P77161|GLXR_ECOLI	glxR	glxR
sp|P77162|YKFB_ECOLI	sp|P77162|YKFB_ECOLI	ykfB	ykfB
sp|P77163|TFAR_ECOLI	sp|P77163|TFAR_ECOLI	tfaR	tfaR
sp|P77165|PAOA_ECOLI	sp|P77165|PAOA_ECOLI	paoA	paoA
sp|P77169|YAGJ_ECOLI	sp|P77169|YAGJ_ECOLI	yagJ	yagJ
sp|P77170|PINQ_ECOLI	sp|P77170|PINQ_ECOLI	pinQ	pinQ
sp|P77171|YDCI_ECOLI	sp|P77171|YDCI_ECOLI	ydcI	ydcI
sp|P77172|PDEF_ECOLI	sp|P77172|PDEF_ECOLI	pdeF	pdeF
sp|P77173|ZIPA_ECOLI	sp|P77173|ZIPA_ECOLI	zipA	zipA
sp|P77174|YBDM_ECOLI	sp|P77174|YBDM_ECOLI	ybdM	ybdM
sp|P77179|RSXE_ECOLI	sp|P77179|RSXE_ECOLI	rsxE	rsxE
sp|P77180|YKGH_ECOLI	sp|P77180|YKGH_ECOLI	ykgH	ykgH
sp|P77181|PAAY_ECOLI	sp|P77181|PAAY_ECOLI	paaY	paaY
sp|P77182|MNMC_ECOLI	sp|P77182|MNMC_ECOLI	mnmC	mnmC
sp|P77183|PAOD_ECOLI	sp|P77183|PAOD_ECOLI	paoD	paoD
sp|P77184|LOMR_ECOLI	sp|P77184|LOMR_ECOLI	lomR	lomR
sp|P77187|YAHF_ECOLI	sp|P77187|YAHF_ECOLI	yahF	yahF
sp|P77188|ECPB_ECOLI	sp|P77188|ECPB_ECOLI	ecpB	ecpB
sp|P77196|YFCU_ECOLI	sp|P77196|YFCU_ECOLI	yfcU	yfcU
sp|P77199|YAIT_ECOLI	sp|P77199|YAIT_ECOLI	yaiT	yaiT
sp|P77202|DSBG_ECOLI	sp|P77202|DSBG_ECOLI	dsbG	dsbG
sp|P77206|YAFZ_ECOLI	sp|P77206|YAFZ_ECOLI	yafZ	yafZ
sp|P77211|CUSC_ECOLI	sp|P77211|CUSC_ECOLI	cusC	cusC
sp|P77212|RCLA_ECOLI	sp|P77212|RCLA_ECOLI	rclA	rclA
sp|P77213|GCS2_ECOLI	sp|P77213|GCS2_ECOLI	ybdK	ybdK
sp|P77214|CUSF_ECOLI	sp|P77214|CUSF_ECOLI	cusF	cusF
sp|P77215|RHMD_ECOLI	sp|P77215|RHMD_ECOLI	rhmD	rhmD
sp|P77216|YBDN_ECOLI	sp|P77216|YBDN_ECOLI	ybdN	ybdN
sp|P77218|EUTD_ECOLI	sp|P77218|EUTD_ECOLI	eutD	eutD
sp|P77219|YAHC_ECOLI	sp|P77219|YAHC_ECOLI	yahC	yahC
sp|P77221|YAHG_ECOLI	sp|P77221|YAHG_ECOLI	yahG	yahG
sp|P77223|RSXB_ECOLI	sp|P77223|RSXB_ECOLI	rsxB	rsxB
sp|P77228|YDFJ_ECOLI	sp|P77228|YDFJ_ECOLI	ydfJ	ydfJ
sp|P77231|CITG_ECOLI	sp|P77231|CITG_ECOLI	citG	citG
sp|P77234|YBEQ_ECOLI	sp|P77234|YBEQ_ECOLI	ybeQ	ybeQ
sp|P77237|ESSQ_ECOLI	sp|P77237|ESSQ_ECOLI	essQ	essQ
sp|P77239|CUSB_ECOLI	sp|P77239|CUSB_ECOLI	cusB	cusB
sp|P77243|PRPD_ECOLI	sp|P77243|PRPD_ECOLI	prpD	prpD
sp|P77245|MURR_ECOLI	sp|P77245|MURR_ECOLI	murR	murR
sp|P77247|HXPB_ECOLI	sp|P77247|HXPB_ECOLI	hxpB	hxpB
sp|P77249|SFMC_ECOLI	sp|P77249|SFMC_ECOLI	sfmC	sfmC
sp|P77252|YKGE_ECOLI	sp|P77252|YKGE_ECOLI	ykgE	ykgE
sp|P77256|AKRMG_ECOLI	sp|P77256|AKRMG_ECOLI	ydjG	ydjG
sp|P77257|LSRA_ECOLI	sp|P77257|LSRA_ECOLI	lsrA	lsrA
sp|P77258|NEMA_ECOLI	sp|P77258|NEMA_ECOLI	nemA	nemA
sp|P77260|YDFI_ECOLI	sp|P77260|YDFI_ECOLI	ydfI	ydfI
sp|P77263|ECPE_ECOLI	sp|P77263|ECPE_ECOLI	ecpE	ecpE
sp|P77265|MDLA_ECOLI	sp|P77265|MDLA_ECOLI	mdlA	mdlA
sp|P77268|DDPD_ECOLI	sp|P77268|DDPD_ECOLI	ddpD	ddpD
sp|P77269|YPHF_ECOLI	sp|P77269|YPHF_ECOLI	yphF	yphF
sp|P77272|PTYBC_ECOLI	sp|P77272|PTYBC_ECOLI	murP	murP
sp|P77277|EUTJ_ECOLI	sp|P77277|EUTJ_ECOLI	eutJ	eutJ
sp|P77279|FETA_ECOLI	sp|P77279|FETA_ECOLI	fetA	fetA
sp|P77280|YDJJ_ECOLI	sp|P77280|YDJJ_ECOLI	ydjJ	ydjJ
sp|P77285|RSXG_ECOLI	sp|P77285|RSXG_ECOLI	rsxG	rsxG
sp|P77286|YDEU_ECOLI	sp|P77286|YDEU_ECOLI	ydeU	ydeU
sp|P77288|YFCV_ECOLI	sp|P77288|YFCV_ECOLI	yfcV	yfcV
sp|P77293|GTRB_ECOLI	sp|P77293|GTRB_ECOLI	yfdH	yfdH
sp|P77294|YDER_ECOLI	sp|P77294|YDER_ECOLI	ydeR	ydeR
sp|P77295|YGAV_ECOLI	sp|P77295|YGAV_ECOLI	ygaV	ygaV
sp|P77296|YBET_ECOLI	sp|P77296|YBET_ECOLI	ybeT	ybeT
sp|P77297|YAHE_ECOLI	sp|P77297|YAHE_ECOLI	yahE	yahE
sp|P77300|XYNR_ECOLI	sp|P77300|XYNR_ECOLI	xynR	xynR
sp|P77301|YBAP_ECOLI	sp|P77301|YBAP_ECOLI	ybaP	ybaP
sp|P77302|DGCM_ECOLI	sp|P77302|DGCM_ECOLI	dgcM	dgcM
sp|P77304|DTPA_ECOLI	sp|P77304|DTPA_ECOLI	dtpA	dtpA
sp|P77306|YQIK_ECOLI	sp|P77306|YQIK_ECOLI	yqiK	yqiK
sp|P77307|FETB_ECOLI	sp|P77307|FETB_ECOLI	fetB	fetB
sp|P77308|DDPB_ECOLI	sp|P77308|DDPB_ECOLI	ddpB	ddpB
sp|P77309|YNEJ_ECOLI	sp|P77309|YNEJ_ECOLI	yneJ	yneJ
sp|P77315|YPHD_ECOLI	sp|P77315|YPHD_ECOLI	yphD	yphD
sp|P77316|YBDR_ECOLI	sp|P77316|YBDR_ECOLI	ybdR	ybdR
sp|P77318|YDEN_ECOLI	sp|P77318|YDEN_ECOLI	ydeN	ydeN
sp|P77319|HSCC_ECOLI	sp|P77319|HSCC_ECOLI	hscC	hscC
sp|P77324|PAOB_ECOLI	sp|P77324|PAOB_ECOLI	paoB	paoB
sp|P77326|TFAS_ECOLI	sp|P77326|TFAS_ECOLI	tfaS	tfaS
sp|P77328|YBBY_ECOLI	sp|P77328|YBBY_ECOLI	ybbY	ybbY
sp|P77329|HYFG_ECOLI	sp|P77329|HYFG_ECOLI	hyfG	hyfG
sp|P77330|BORD_ECOLI	sp|P77330|BORD_ECOLI	borD	borD
sp|P77333|PGRR_ECOLI	sp|P77333|PGRR_ECOLI	pgrR	pgrR
sp|P77334|PDER_ECOLI	sp|P77334|PDER_ECOLI	pdeR	pdeR
sp|P77335|HLYE_ECOLI	sp|P77335|HLYE_ECOLI	hlyE	hlyE
sp|P77337|YDIS_ECOLI	sp|P77337|YDIS_ECOLI	ydiS	ydiS
sp|P77338|MSCK_ECOLI	sp|P77338|MSCK_ECOLI	mscK	mscK
sp|P77339|YAFT_ECOLI	sp|P77339|YAFT_ECOLI	yafT	yafT
sp|P77348|MPPA_ECOLI	sp|P77348|MPPA_ECOLI	mppA	mppA
sp|P77354|YAFU_ECOLI	sp|P77354|YAFU_ECOLI	yafU	yafU
sp|P77357|ABGA_ECOLI	sp|P77357|ABGA_ECOLI	abgA	abgA
sp|P77359|DJLC_ECOLI	sp|P77359|DJLC_ECOLI	djlC	djlC
sp|P77360|YPHC_ECOLI	sp|P77360|YPHC_ECOLI	yphC	yphC
sp|P77364|GLXK2_ECOLI	sp|P77364|GLXK2_ECOLI	glxK	glxK
sp|P77365|YAFY_ECOLI	sp|P77365|YAFY_ECOLI	yafY	yafY
sp|P77366|PGMB_ECOLI	sp|P77366|PGMB_ECOLI	ycjU	ycjU
sp|P77368|YBCL_ECOLI	sp|P77368|YBCL_ECOLI	ybcL	ybcL
sp|P77374|YNFE_ECOLI	sp|P77374|YNFE_ECOLI	ynfE	ynfE
sp|P77375|YDHX_ECOLI	sp|P77375|YDHX_ECOLI	ydhX	ydhX
sp|P77376|YDGJ_ECOLI	sp|P77376|YDGJ_ECOLI	ydgJ	ydgJ
sp|P77377|WZXC_ECOLI	sp|P77377|WZXC_ECOLI	wzxC	wzxC
sp|P77378|YDIR_ECOLI	sp|P77378|YDIR_ECOLI	ydiR	ydiR
sp|P77379|RCLR_ECOLI	sp|P77379|RCLR_ECOLI	rclR	rclR
sp|P77381|DJLB_ECOLI	sp|P77381|DJLB_ECOLI	djlB	djlB
sp|P77389|YDHP_ECOLI	sp|P77389|YDHP_ECOLI	ydhP	ydhP
sp|P77390|CITC_ECOLI	sp|P77390|CITC_ECOLI	citC	citC
sp|P77393|YAHL_ECOLI	sp|P77393|YAHL_ECOLI	yahL	yahL
sp|P77395|CNOX_ECOLI	sp|P77395|CNOX_ECOLI	cnoX	cnoX
sp|P77396|YPDC_ECOLI	sp|P77396|YPDC_ECOLI	ypdC	ypdC
sp|P77397|MHPA_ECOLI	sp|P77397|MHPA_ECOLI	mhpA	mhpA
sp|P77398|ARNA_ECOLI	sp|P77398|ARNA_ECOLI	arnA	arnA
sp|P77399|FADJ_ECOLI	sp|P77399|FADJ_ECOLI	fadJ	fadJ
sp|P77400|YBAT_ECOLI	sp|P77400|YBAT_ECOLI	ybaT	ybaT
sp|P77402|YDIP_ECOLI	sp|P77402|YDIP_ECOLI	ydiP	ydiP
sp|P77409|YDHU_ECOLI	sp|P77409|YDHU_ECOLI	ydhU	ydhU
sp|P77414|WCAA_ECOLI	sp|P77414|WCAA_ECOLI	wcaA	wcaA
sp|P77416|HYFD_ECOLI	sp|P77416|HYFD_ECOLI	hyfD	hyfD
sp|P77423|HYFH_ECOLI	sp|P77423|HYFH_ECOLI	hyfH	hyfH
sp|P77425|ALLC_ECOLI	sp|P77425|ALLC_ECOLI	allC	allC
sp|P77427|YBEU_ECOLI	sp|P77427|YBEU_ECOLI	ybeU	ybeU
sp|P77432|LSRK_ECOLI	sp|P77432|LSRK_ECOLI	lsrK	lsrK
sp|P77433|YKGG_ECOLI	sp|P77433|YKGG_ECOLI	ykgG	ykgG
sp|P77434|ALAC_ECOLI	sp|P77434|ALAC_ECOLI	alaC	alaC
sp|P77437|HYFF_ECOLI	sp|P77437|HYFF_ECOLI	hyfF	hyfF
sp|P77439|PTFX1_ECOLI	sp|P77439|PTFX1_ECOLI	fryA	fryA
sp|P77444|SUFS_ECOLI	sp|P77444|SUFS_ECOLI	sufS	sufS
sp|P77445|EUTE_ECOLI	sp|P77445|EUTE_ECOLI	eutE	eutE
sp|P77453|HYFJ_ECOLI	sp|P77453|HYFJ_ECOLI	hyfJ	hyfJ
sp|P77454|GLSA1_ECOLI	sp|P77454|GLSA1_ECOLI	glsA1	glsA1
sp|P77455|PAAZ_ECOLI	sp|P77455|PAAZ_ECOLI	paaZ	paaZ
sp|P77460|YBCY_ECOLI	sp|P77460|YBCY_ECOLI	ybcY	ybcY
sp|P77463|DDPC_ECOLI	sp|P77463|DDPC_ECOLI	ddpC	ddpC
sp|P77467|PAAG_ECOLI	sp|P77467|PAAG_ECOLI	paaG	paaG
sp|P77468|SFMD_ECOLI	sp|P77468|SFMD_ECOLI	sfmD	sfmD
sp|P77473|PDEB_ECOLI	sp|P77473|PDEB_ECOLI	pdeB	pdeB
sp|P77475|YQAB_ECOLI	sp|P77475|YQAB_ECOLI	yqaB	yqaB
sp|P77481|YCJV_ECOLI	sp|P77481|YCJV_ECOLI	ycjV	ycjV
sp|P77485|CUSS_ECOLI	sp|P77485|CUSS_ECOLI	cusS	cusS
sp|P77488|DXS_ECOLI	sp|P77488|DXS_ECOLI	dxs	dxs
sp|P77489|PAOC_ECOLI	sp|P77489|PAOC_ECOLI	paoC	paoC
sp|P77493|YDJH_ECOLI	sp|P77493|YDJH_ECOLI	ydjH	ydjH
sp|P77494|HOKB_ECOLI	sp|P77494|HOKB_ECOLI	hokB	hokB
sp|P77495|PRPE_ECOLI	sp|P77495|PRPE_ECOLI	prpE	prpE
sp|P77499|SUFC_ECOLI	sp|P77499|SUFC_ECOLI	sufC	sufC
sp|P77503|YCJS_ECOLI	sp|P77503|YCJS_ECOLI	ycjS	ycjS
sp|P77504|YBBP_ECOLI	sp|P77504|YBBP_ECOLI	ybbP	ybbP
sp|P77506|YBDJ_ECOLI	sp|P77506|YBDJ_ECOLI	ybdJ	ybdJ
sp|P77509|YPHE_ECOLI	sp|P77509|YPHE_ECOLI	yphE	yphE
sp|P77510|DPIB_ECOLI	sp|P77510|DPIB_ECOLI	dpiB	dpiB
sp|P77515|STFQ_ECOLI	sp|P77515|STFQ_ECOLI	stfQ	stfQ
sp|P77519|YDDL_ECOLI	sp|P77519|YDDL_ECOLI	yddL	yddL
sp|P77522|SUFB_ECOLI	sp|P77522|SUFB_ECOLI	sufB	sufB
sp|P77526|YFCG_ECOLI	sp|P77526|YFCG_ECOLI	yfcG	yfcG
sp|P77529|TCYP_ECOLI	sp|P77529|TCYP_ECOLI	tcyP	tcyP
sp|P77536|YKGF_ECOLI	sp|P77536|YKGF_ECOLI	ykgF	ykgF
sp|P77538|YFHR_ECOLI	sp|P77538|YFHR_ECOLI	yfhR	yfhR
sp|P77539|YDJL_ECOLI	sp|P77539|YDJL_ECOLI	ydjL	ydjL
sp|P77541|PRPB_ECOLI	sp|P77541|PRPB_ECOLI	prpB	prpB
sp|P77544|YFCF_ECOLI	sp|P77544|YFCF_ECOLI	yfcF	yfcF
sp|P77546|YDAV_ECOLI	sp|P77546|YDAV_ECOLI	ydaV	ydaV
sp|P77549|YFCJ_ECOLI	sp|P77549|YFCJ_ECOLI	yfcJ	yfcJ
sp|P77551|RZPR_ECOLI	sp|P77551|RZPR_ECOLI	rzpR	rzpR
sp|P77552|YDHQ_ECOLI	sp|P77552|YDHQ_ECOLI	ydhQ	ydhQ
sp|P77554|YAHJ_ECOLI	sp|P77554|YAHJ_ECOLI	yahJ	yahJ
sp|P77555|ALLD_ECOLI	sp|P77555|ALLD_ECOLI	allD	allD
sp|P77559|YNFL_ECOLI	sp|P77559|YNFL_ECOLI	ynfL	ynfL
sp|P77561|YDEP_ECOLI	sp|P77561|YDEP_ECOLI	ydeP	ydeP
sp|P77562|YAIW_ECOLI	sp|P77562|YAIW_ECOLI	yaiW	yaiW
sp|P77564|YDHW_ECOLI	sp|P77564|YDHW_ECOLI	ydhW	ydhW
sp|P77567|NHOA_ECOLI	sp|P77567|NHOA_ECOLI	nhoA	nhoA
sp|P77569|MHPR_ECOLI	sp|P77569|MHPR_ECOLI	mhpR	mhpR
sp|P77570|ANMK_ECOLI	sp|P77570|ANMK_ECOLI	anmK	anmK
