Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Annotation	Gene names  (primary )	Gene names  (ordered locus )
A0A0H2VDH2	A0A0H2VDH2_ECOL6	unreviewed	Biotin sulfoxide reductase (EC 1.-.-.-)	bisC c4369	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	777	1 out of 5	bisC	c4369
A0A0H2VFK0	A0A0H2VFK0_ECOL6	unreviewed	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	birA c4932	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	321	3 out of 5	birA	c4932
P0A3B1	BIPA_ECOL6	reviewed	50S ribosomal subunit assembly factor BipA (EC 3.6.5.-) (GTP-binding protein BipA)	bipA typA c4820	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	607	3 out of 5	bipA	c4820
Q8FCT4	BIOH_ECOL6	reviewed	Pimeloyl-[acyl-carrier protein] methyl ester esterase (EC 3.1.1.85) (Biotin synthesis protein BioH) (Carboxylesterase BioH)	bioH c4189	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	256	3 out of 5	bioH	c4189
Q8FJQ2	BIOF_ECOL6	reviewed	8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase)	bioF c0856	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	384	3 out of 5	bioF	c0856
A0A0H2V5E2	A0A0H2V5E2_ECOL6	unreviewed	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD c0858	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	225	3 out of 5	bioD	c0858
A0A0H2V7H4	A0A0H2V7H4_ECOL6	unreviewed	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)	bioC c0857	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	264	2 out of 5	bioC	c0857
Q8FJQ3	BIOB_ECOL6	reviewed	Biotin synthase (EC 2.8.1.6)	bioB c0855	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	346	3 out of 5	bioB	c0855
A0A0H2V5D8	A0A0H2V5D8_ECOL6	unreviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA c0853	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	466	3 out of 5	bioA	c0853
P0AB41	BHSA_ECOL6	reviewed	Multiple stress resistance protein BhsA (Copper-induced outer membrane component)	bhsA comC c1386	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	85	2 out of 5	bhsA	c1386
A0A0H2V8S7	A0A0H2V8S7_ECOL6	unreviewed	Periplasmic beta-glucosidase (EC 3.2.1.21)	bglX c2663	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	765	1 out of 5	bglX	c2663
A0A0H2VEA1	A0A0H2VEA1_ECOL6	unreviewed	Transcriptional activator protein bglJ	bglJ c5445	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	225	1 out of 5	bglJ	c5445
Q8CVJ9	BGLH_ECOL6	reviewed	Putative outer membrane porin BglH	bglH c4642	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	538	2 out of 5	bglH	c4642
A0A0H2VE51	A0A0H2VE51_ECOL6	unreviewed	Cryptic beta-glucoside bgl operon Antiterminator	bglG c4646	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	286	1 out of 5	bglG	c4646
A0A0H2VF75	A0A0H2VF75_ECOL6	unreviewed	PTS system, beta-glucoside-specific IIABC component	bglF c4644	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	649	1 out of 5	bglF	c4644
A0A0H2VCS3	A0A0H2VCS3_ECOL6	unreviewed	6-phospho-beta-glucosidase bglB (EC 3.2.1.86)	bglB c4643	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	464	1 out of 5	bglB	c4643
A0A0H2VAI4	A0A0H2VAI4_ECOL6	unreviewed	6-phospho-beta-glucosidase bglA (EC 3.2.1.86)	bglA c3482	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	485	1 out of 5	bglA	c3482
P0ABD4	BFR_ECOL6	reviewed	Bacterioferritin (BFR) (EC 1.16.3.1) (Cytochrome b-1) (Cytochrome b-557)	bfr c4107	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	158	3 out of 5	bfr	c4107
P0AE57	BFD_ECOL6	reviewed	Bacterioferritin-associated ferredoxin	bfd c4108	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	64	2 out of 5	bfd	c4108
A0A0H2V5A7	A0A0H2V5A7_ECOL6	unreviewed	High-affinity choline transport protein	betT c0434	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	677	1 out of 5	betT	c0434
Q8FKI7	BETI_ECOL6	reviewed	HTH-type transcriptional regulator BetI	betI c0433	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	195	2 out of 5	betI	c0433
Q8FKI8	BETB_ECOL6	reviewed	NAD/NADP-dependent betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8)	betB c0432	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	490	3 out of 5	betB	c0432
Q8FKI9	BETA_ECOL6	reviewed	Oxygen-dependent choline dehydrogenase (CDH) (CHD) (EC 1.1.99.1) (Betaine aldehyde dehydrogenase) (BADH) (EC 1.2.1.8)	betA c0431	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	556	3 out of 5	betA	c0431
P65639	BDM_ECOL6	reviewed	Protein bdm homolog	bdm c1914	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	71	1 out of 5	bdm	c1914
P0ADJ6	BCSF_ECOL6	reviewed	Cellulose biosynthesis protein BcsF	bcsF c4349	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	63	2 out of 5	bcsF	c4349
A0A0H2VAE0	A0A0H2VAE0_ECOL6	unreviewed	Bcr/CflA family efflux transporter	bcr c2719	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	396	2 out of 5	bcr	c2719
P0AE53	BCP_ECOL6	reviewed	Putative peroxiredoxin bcp (EC 1.11.1.24) (Bacterioferritin comigratory protein) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin Bcp)	bcp c3008	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	156	3 out of 5	bcp	c3008
A0A0H2VDI1	A0A0H2VDI1_ECOL6	unreviewed	BAX protein	bax c4390	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	274	1 out of 5	bax	c4390
A0A0H2VD68	A0A0H2VD68_ECOL6	unreviewed	Sensor protein basS/pmrB (EC 2.7.3.-)	basS c5117	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	366	2 out of 5	basS	c5117
A0A0H2VDK2	A0A0H2VDK2_ECOL6	unreviewed	Transcriptional Regulatory protein basR/pmrA	basR c5118	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	222	1 out of 5	basR	c5118
P0AEC6	BARA_ECOL6	reviewed	Signal transduction histidine-protein kinase BarA (EC 2.7.13.3)	barA c3349	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	918	3 out of 5	barA	c3349
P0A938	BAME_ECOL6	reviewed	Outer membrane protein assembly factor BamE	bamE smpA c3139	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	113	2 out of 5	bamE	c3139
P0AC03	BAMD_ECOL6	reviewed	Outer membrane protein assembly factor BamD	bamD yfiO c3117	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	245	2 out of 5	bamD	c3117
P0A941	BAMA_ECOL6	reviewed	Outer membrane protein assembly factor BamA	bamA yaeT c0214	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	810	2 out of 5	bamA	c0214
A0A0H2VA69	A0A0H2VA69_ECOL6	unreviewed	Sensor protein baeS (EC 2.7.3.-)	baeS c2604	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	467	2 out of 5	baeS	c2604
P69229	BAER_ECOL6	reviewed	Transcriptional regulatory protein BaeR	baeR c2605	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	240	2 out of 5	baeR	c2605
Q8FHN0	AZOR_ECOL6	reviewed	FMN-dependent NADH-azoreductase (EC 1.7.1.17) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase)	azoR c1839	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	201	3 out of 5	azoR	c1839
A0A0H2VEM2	A0A0H2VEM2_ECOL6	unreviewed	Valine--pyruvate aminotransferase (EC 2.6.1.66)	avtA c4393	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	452	1 out of 5	avtA	c4393
P0ABC1	ATPZ_ECOL6	reviewed	ATP synthase protein I	atpI c4667	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	126	3 out of 5	atpI	c4667
Q8FBT0	ATPD_ECOL6	reviewed	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH c4662	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	177	2 out of 5	atpH	c4662
P0ABA7	ATPG_ECOL6	reviewed	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG c4659	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	287	2 out of 5	atpG	c4659
P0ABA1	ATPF_ECOL6	reviewed	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	atpF c4664	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	156	3 out of 5	atpF	c4664
P68700	ATPL_ECOL6	reviewed	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpE c4665	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	79	3 out of 5	atpE	c4665
P0ABB5	ATPB_ECOL6	reviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD c4658	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	460	3 out of 5	atpD	c4658
P0A6E7	ATPE_ECOL6	reviewed	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC papG uncC c4657	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	139	3 out of 5	atpC	c4657
Q8FBS8	ATP6_ECOL6	reviewed	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB c4666	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	271	2 out of 5	atpB	c4666
P0ABB1	ATPA_ECOL6	reviewed	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA c4660	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	513	3 out of 5	atpA	c4660
A0A0H2V920	A0A0H2V920_ECOL6	unreviewed	Sensor protein atoS (EC 2.7.3.-)	atoS c2762	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	612	2 out of 5	atoS	c2762
A0A0H2VBD0	A0A0H2VBD0_ECOL6	unreviewed	Short-chain fatty acids transporter	atoE c2766	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	440	1 out of 5	atoE	c2766
A0A0H2V8Y9	A0A0H2V8Y9_ECOL6	unreviewed	Acetate CoA-transferase alpha subunit (EC 2.8.3.8)	atoD c2764	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	220	1 out of 5	atoD	c2764
A0A0H2VAG3	A0A0H2VAG3_ECOL6	unreviewed	Acetoacetate metabolism Regulatory protein atoC	atoC c2763	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	461	1 out of 5	atoC	c2763
A0A0H2V923	A0A0H2V923_ECOL6	unreviewed	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	atoB c2767	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	394	1 out of 5	atoB	c2767
A0A0H2V968	A0A0H2V968_ECOL6	unreviewed	Acetate CoA-transferase beta subunit (EC 2.8.3.8)	atoA c2765	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	216	1 out of 5	atoA	c2765
Q8FH03	ASTE_ECOL6	reviewed	Succinylglutamate desuccinylase (EC 3.5.1.96)	astE c2144	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	322	3 out of 5	astE	c2144
Q8FH01	ASTD_ECOL6	reviewed	N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase) (SGSD)	astD c2146	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	492	2 out of 5	astD	c2146
Q8FGZ9	ASTC_ECOL6	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM c2148	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	406	3 out of 5	astC	c2148
Q8FH02	ASTB_ECOL6	reviewed	N-succinylarginine dihydrolase (EC 3.5.3.23)	astB c2145	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	447	3 out of 5	astB	c2145
Q8FH00	ASTA_ECOL6	reviewed	Arginine N-succinyltransferase (AST) (EC 2.3.1.109) (AOST)	astA c2147	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	344	3 out of 5	astA	c2147
Q8FDI4	ASST_ECOL6	reviewed	Arylsulfate sulfotransferase AssT (EC 2.8.2.22) (Aryl sulfotransferase AssT)	assT c3785	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	598	5 out of 5	assT	c3785
Q8CW15	ASR_ECOL6	reviewed	Acid shock protein	asr c1988	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	102	2 out of 5	asr	c1988
Q8FGQ9	SYD_ECOL6	reviewed	Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	aspS c2280	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	590	3 out of 5	aspS	c2280
A0A0H2V6L9	A0A0H2V6L9_ECOL6	unreviewed	Aminotransferase (EC 2.6.1.-)	aspC c1070	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	396	2 out of 5	aspC	c1070
P0AC39	ASPA_ECOL6	reviewed	Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)	aspA c5222	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	478	2 out of 5	aspA	c5222
P0A8M1	SYN_ECOL6	reviewed	Asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	asnS c1072	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	466	2 out of 5	asnS	c1072
P0ACI7	ASNC_ECOL6	reviewed	Regulatory protein AsnC	asnC c4671	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	152	2 out of 5	asnC	c4671
A0A0H2V570	A0A0H2V570_ECOL6	unreviewed	Asparagine synthetase B (Glutamine-hydrolyzing) (EC 6.3.5.4)	asnB c0749	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	632	2 out of 5	asnB	c0749
P63623	ASNA_ECOL6	reviewed	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA c4672	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	330	2 out of 5	asnA	c4672
A0A0H2VB17	A0A0H2VB17_ECOL6	unreviewed	Protein asmA	asmA c2591	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	617	1 out of 5	asmA	c2591
A0A0H2VCJ0	A0A0H2VCJ0_ECOL6	unreviewed	Putative arylsulfatase Regulatory protein	aslB c4718	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	411	1 out of 5	aslB	c4718
A0A0H2VCV3	A0A0H2VCV3_ECOL6	unreviewed	Arylsulfatase (EC 3.1.6.1)	aslA c4719	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	551	1 out of 5	aslA	c4719
Q8FCR6	DHAS_ECOL6	reviewed	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd c4220	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	367	4 out of 5	asd	c4220
P0AE35	ARTQ_ECOL6	reviewed	Arginine ABC transporter permease protein ArtQ	artQ c0995	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	238	2 out of 5	artQ	c0995
P0AAF7	ARTP_ECOL6	reviewed	Arginine transport ATP-binding protein ArtP (EC 7.4.2.-)	artP c0997	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	242	2 out of 5	artP	c0997
P0AE31	ARTM_ECOL6	reviewed	Arginine ABC transporter permease protein ArtM	artM c0994	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	222	2 out of 5	artM	c0994
A0A0H2V5Q2	A0A0H2V5Q2_ECOL6	unreviewed	Arginine-binding periplasmic protein 2	artJ c0993	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	260	1 out of 5	artJ	c0993
A0A0H2V6H2	A0A0H2V6H2_ECOL6	unreviewed	Arginine-binding periplasmic protein 1	artI c0996	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	243	1 out of 5	artI	c0996
A0A0H2VBN7	A0A0H2VBN7_ECOL6	unreviewed	Arsenate reductase (EC 1.20.4.1)	arsC c4301	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	141	1 out of 5	arsC	c4301
Q8FL49	AROP_ECOL6	reviewed	Aromatic amino acid transport protein AroP (General aromatic amino acid permease)	aroP c0131	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	456	2 out of 5	aroP	c0131
A0A0H2V4S9	A0A0H2V4S9_ECOL6	unreviewed	AroM protein	aroM c0498	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	225	1 out of 5	aroM	c0498
P0A6E2	AROL_ECOL6	reviewed	Shikimate kinase 2 (SK 2) (EC 2.7.1.71)	aroL c0495	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	174	4 out of 5	aroL	c0495
P0A6D8	AROK_ECOL6	reviewed	Shikimate kinase 1 (SK 1) (EC 2.7.1.71)	aroK c4160	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	173	3 out of 5	aroK	c4160
Q8FH32	AROH_ECOL6	reviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	aroH c2100	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	348	2 out of 5	aroH	c2100
A0A0H2V5C2	A0A0H2V5C2_ECOL6	unreviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	aroG c0830	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	350	2 out of 5	aroG	c0830
A0A0H2V9U5	A0A0H2V9U5_ECOL6	unreviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	aroF c3122	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	379	2 out of 5	aroF	c3122
Q8FD18	AROE_ECOL6	reviewed	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE c4042	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	272	3 out of 5	aroE	c4042
Q8FH42	AROD_ECOL6	reviewed	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	aroD c2088	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	252	3 out of 5	aroD	c2088
P63609	AROC_ECOL6	reviewed	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC c2875	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	361	3 out of 5	aroC	c2875
Q8FCV7	AROB_ECOL6	reviewed	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	aroB c4159	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	362	3 out of 5	aroB	c4159
Q8FJB6	AROA_ECOL6	reviewed	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA c1046	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	427	3 out of 5	aroA	c1046
Q8FFL9	ARNT_ECOL6	reviewed	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	arnT c2799	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	550	3 out of 5	arnT	c2799
Q8FFL7	ARNF_ECOL6	reviewed	Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF (L-Ara4N-phosphoundecaprenol flippase subunit ArnF) (Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF)	arnF c2801	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	128	3 out of 5	arnF	c2801
Q8FFL8	ARNE_ECOL6	reviewed	Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE (L-Ara4N-phosphoundecaprenol flippase subunit ArnE) (Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE)	arnE c2800	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	111	3 out of 5	arnE	c2800
Q8FFM0	ARND_ECOL6	reviewed	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD c2798	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	296	3 out of 5	arnD	c2798
Q8FFM2	ARNC_ECOL6	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC c2796	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	322	3 out of 5	arnC	c2796
Q8FFM3	ARNB_ECOL6	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB c2795	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	379	3 out of 5	arnB	c2795
Q8FFM1	ARNA_ECOL6	reviewed	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA c2797	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	660	4 out of 5	arnA	c2797
Q8FI39	ARIR_ECOL6	reviewed	Regulatory protein AriR	ariR c1609	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	88	2 out of 5	ariR	c1609
Q8FGQ0	SYR_ECOL6	reviewed	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS c2291	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	577	2 out of 5	argS	c2291
Q8FD52	ARGR_ECOL6	reviewed	Arginine repressor	argR c3992	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	156	2 out of 5	argR	c3992
A0A0H2VE37	A0A0H2VE37_ECOL6	unreviewed	Arginine repressor	argR c5346	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	184	2 out of 5	argR	c5346
P0A8S2	ARGP_ECOL6	reviewed	HTH-type transcriptional regulator ArgP	argP iciA c3497	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	297	2 out of 5	argP	c3497
Q8FE55	ARGO_ECOL6	reviewed	Arginine exporter protein ArgO	argO c3501	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	211	2 out of 5	argO	c3501
Q8FAD6	OTC_ECOL6	reviewed	Ornithine carbamoyltransferase (OTCase) (EC 2.1.3.3)	argI c5353	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	334	3 out of 5	argI	c5353
Q8FB96	ARLY_ECOL6	reviewed	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH c4919	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	457	2 out of 5	argH	c4919
P0A6E5	ASSY_ECOL6	reviewed	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG c3929	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	447	3 out of 5	argG	c3929
Q8FB97	ARGE_ECOL6	reviewed	Acetylornithine deacetylase (AO) (Acetylornithinase) (EC 3.5.1.16) (N-acetylornithinase) (NAO)	argE c4916	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	383	3 out of 5	argE	c4916
P59317	ARGD_ECOL6	reviewed	Acetylornithine/succinyldiaminopimelate aminotransferase (ACOAT) (DapATase) (Succinyldiaminopimelate transferase) (EC 2.6.1.11) (EC 2.6.1.17)	argD dapC c4134	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	406	4 out of 5	argD	c4134
